x,y,size,angle,response,octave,class_id
294,292,70.0,96.42496490478516,104.0,0,-1
433,226,70.0,176.01199340820312,105.0,0,-1
511,370,70.0,230.1615447998047,105.0,0,-1
155,465,70.0,118.81547546386719,104.0,0,-1
189,227,70.0,309.3966064453125,106.0,0,-1
339,342,70.0,296.2575988769531,104.0,0,-1
195,337,70.0,149.08726501464844,105.0,0,-1
71,188,70.0,299.9327087402344,104.0,0,-1
423,336,70.0,344.1430969238281,104.0,0,-1
314,186,70.0,121.1483154296875,106.0,0,-1
406,183,70.0,280.95843505859375,106.0,0,-1
440,291,70.0,225.83468627929688,107.0,0,-1
407,55,70.0,336.2411193847656,104.0,0,-1
369,56,70.0,227.42601013183594,105.0,0,-1
181,182,70.0,2.629882335662842,106.0,0,-1
289,461,70.0,287.9300842285156,104.0,0,-1
111,274,70.0,277.93743896484375,104.0,0,-1
405,65,70.0,343.532470703125,104.0,0,-1
462,297,70.0,183.7259979248047,108.0,0,-1
303,372,70.0,194.02191162109375,105.0,0,-1
481,328,70.0,37.83721160888672,104.0,0,-1
336,372,70.0,88.56548309326172,108.0,0,-1
178,270,70.0,84.83137512207031,104.0,0,-1
50,197,70.0,198.87295532226562,105.0,0,-1
128,374,70.0,317.0059814453125,104.0,0,-1
224,325,70.0,7.8100481033325195,106.0,0,-1
93,218,70.0,348.87860107421875,106.0,0,-1
254,206,70.0,351.55926513671875,105.0,0,-1
328,244,70.0,227.86712646484375,105.0,0,-1
377,268,70.0,175.44937133789062,104.0,0,-1
255,245,70.0,94.08234405517578,104.0,0,-1
419,348,70.0,31.83742904663086,105.0,0,-1
45,209,70.0,152.11463928222656,104.0,0,-1
324,79,70.0,283.38873291015625,106.0,0,-1
270,209,70.0,28.610063552856445,104.0,0,-1
320,115,70.0,90.16329956054688,106.0,0,-1
277,309,70.0,124.71344757080078,104.0,0,-1
340,249,70.0,157.75650024414062,104.0,0,-1
416,169,70.0,112.32411193847656,104.0,0,-1
281,356,70.0,176.00668334960938,104.0,0,-1
358,138,70.0,211.09376525878906,104.0,0,-1
160,430,70.0,65.14964294433594,105.0,0,-1
223,536,70.0,56.05408477783203,108.0,0,-1
490,319,70.0,55.93099594116211,105.0,0,-1
183,533,70.0,151.7420196533203,106.0,0,-1
561,407,70.0,24.76333999633789,104.0,0,-1
263,85,70.0,236.88101196289062,104.0,0,-1
220,518,70.0,284.80096435546875,104.0,0,-1
326,167,70.0,273.25732421875,107.0,0,-1
355,428,70.0,322.60589599609375,106.0,0,-1
225,516,70.0,313.24603271484375,107.0,0,-1
276,319,70.0,69.41523742675781,106.0,0,-1
185,513,70.0,130.17340087890625,105.0,0,-1
182,426,70.0,10.267841339111328,105.0,0,-1
252,201,70.0,287.3002014160156,107.0,0,-1
393,403,70.0,199.7032470703125,106.0,0,-1
287,120,70.0,110.66729736328125,104.0,0,-1
119,163,70.0,212.00765991210938,106.0,0,-1
231,162,70.0,357.903076171875,106.0,0,-1
402,316,70.0,263.5995178222656,106.0,0,-1
211,160,70.0,72.48440551757812,108.0,0,-1
198,262,70.0,43.5717658996582,104.0,0,-1
196,493,70.0,237.95220947265625,104.0,0,-1
277,94,70.0,214.2075653076172,104.0,0,-1
191,315,70.0,205.92544555664062,107.0,0,-1
370,95,70.0,69.03700256347656,106.0,0,-1
379,345,70.0,171.36715698242188,105.0,0,-1
298,314,70.0,56.35150909423828,105.0,0,-1
269,492,70.0,142.33465576171875,105.0,0,-1
533,409,70.0,60.533103942871094,104.0,0,-1
390,263,70.0,342.8036804199219,104.0,0,-1
292,454,70.0,283.5191650390625,107.0,0,-1
289,484,70.0,121.48087310791016,106.0,0,-1
405,408,70.0,213.46702575683594,106.0,0,-1
249,481,70.0,199.6826171875,106.0,0,-1
263,421,70.0,346.982421875,104.0,0,-1
272,477,70.0,145.63034057617188,104.0,0,-1
87,156,70.0,232.77244567871094,104.0,0,-1
164,155,70.0,317.0103759765625,104.0,0,-1
375,132,70.0,199.95835876464844,105.0,0,-1
349,475,70.0,110.27580261230469,105.0,0,-1
254,470,70.0,177.4410400390625,104.0,0,-1
209,132,70.0,156.91220092773438,105.0,0,-1
491,392,70.0,224.6093292236328,104.0,0,-1
317,312,70.0,357.29766845703125,106.0,0,-1
161,469,70.0,134.14100646972656,106.0,0,-1
199,203,70.0,290.64532470703125,104.0,0,-1
92,311,70.0,137.72532653808594,104.0,0,-1
431,128,70.0,289.86083984375,104.0,0,-1
290,269,70.0,232.87205505371094,104.0,0,-1
267,406,70.0,278.2269287109375,105.0,0,-1
208,357,70.0,115.28166961669922,108.0,0,-1
316,191,70.0,98.7977294921875,104.0,0,-1
369,281,70.0,106.52641296386719,103.0,0,-1
429,359,70.0,12.529516220092773,103.0,0,-1
409,59,70.0,341.8830871582031,103.0,0,-1
365,62,70.0,184.7158660888672,103.0,0,-1
487,287,70.0,350.5224914550781,103.0,0,-1
310,81,70.0,255.13778686523438,103.0,0,-1
229,431,70.0,56.74437713623047,103.0,0,-1
184,430,70.0,29.21705436706543,103.0,0,-1
210,542,70.0,87.13482666015625,103.0,0,-1
205,529,70.0,153.9880828857422,103.0,0,-1
264,504,70.0,126.4818344116211,103.0,0,-1
213,502,70.0,297.6169738769531,103.0,0,-1
275,90,70.0,221.05038452148438,103.0,0,-1
337,362,70.0,51.86149597167969,103.0,0,-1
367,424,70.0,323.41961669921875,103.0,0,-1
208,489,70.0,296.54937744140625,103.0,0,-1
455,422,70.0,329.3712158203125,103.0,0,-1
415,419,70.0,166.72683715820312,103.0,0,-1
307,418,70.0,115.43592071533203,103.0,0,-1
326,107,70.0,55.88764953613281,103.0,0,-1
528,412,70.0,68.59675598144531,103.0,0,-1
166,457,70.0,47.274742126464844,103.0,0,-1
220,410,70.0,227.28366088867188,103.0,0,-1
384,451,70.0,265.9923095703125,103.0,0,-1
435,122,70.0,301.5341796875,103.0,0,-1
148,449,70.0,145.66473388671875,103.0,0,-1
246,91,70.0,254.17263793945312,103.0,0,-1
466,353,70.0,57.16914749145508,103.0,0,-1
194,308,70.0,212.41781616210938,103.0,0,-1
465,290,70.0,184.40762329101562,103.0,0,-1
189,311,70.0,196.04571533203125,103.0,0,-1
88,313,70.0,143.681396484375,103.0,0,-1
418,152,70.0,136.41188049316406,103.0,0,-1
135,156,70.0,281.4527587890625,103.0,0,-1
337,157,70.0,299.6744384765625,103.0,0,-1
466,319,70.0,71.95527648925781,103.0,0,-1
93,257,70.0,248.77963256835938,103.0,0,-1
457,249,70.0,29.577213287353516,103.0,0,-1
499,374,70.0,230.46205139160156,103.0,0,-1
391,326,70.0,216.06484985351562,103.0,0,-1
