Query Index,Train Index,Distance,Query X,Query Y,Train X,Train Y,Query Descriptor,Train Descriptor,Query Image ID,Train Image ID
518,535,17.0,493,418,487,376,0000000001101011010000111011110001011111011000000001110111011000110010001011101000100100001000011100000010111110110111111011010110110000000000110001000010100110000010111100001100100111011010100011011000111000010110001111010010101000110000111110010100000101,0000000001111011010000111011110001011101011000000001110111000000110010001010101000100100001000001100000010111110111111111011010110110000100000010001000110100110000010101100011100110111001010000011011000111000010110001111010110101000110000101110010100000101,aruco_006,aruco_020
147,193,18.0,450,478,457,440,1000100011110111010101110011101001111100001000000101110011110010110000101011111000010000110000111001100001111011110110100001011010110110001110010111010100100000000011101101111000110101100011011011000001011000010100111010010010001010010111100000111110000010,1000100011110111010001110011101001111100001010000101110011110010110001101011101000010010110000111001100001111011110110100001011010110110011111010111010101100100001001111100101000010100110011011011000001011000010100111010010010001010010111110000111110000010,aruco_006,aruco_020
354,389,18.0,492,145,432,118,1100000010111111110001110011101001111110001001000001110011110000110000001111111010000000111010111001110100111111111110111001011010100010001011011101100101000000001011111101101000110101000011011011001001111001010000011011010010101011010011101100011111000111,0100000010111111110001110011101001111110011101000101110010110000110010001010111010000000111010111001100100111111111110101001011010100010001011010101110101000100001011111000101000110111000011011011001001111001011000011011010010101011010011101000011111000111,aruco_006,aruco_020
394,396,18.0,491,145,431,120,0100000011111111110001110011111001111010011101000101010110010000110000001010111010000000110010110000000100111011011110100001011010100010101001011101100000000100001011101000101000110111010001010011001001010000011100011011010110101011010011111000010111000111,0100000011111111010001110011111001111000010101000001010111010000110000001010111000001000100010110000000100111011011110101001011010100000101001011111100000000000001010101000101000110111010001010011001001010000011100011111010110101001010111110000010111010111,aruco_006,aruco_020
422,394,18.0,91,220,71,267,0000000010111011110101110011100001111010001100000101010110011000111010001010001011010000101010110000100000111011111110110011011010100000011001010101000000000000001001100000110000110101001001010011011001010000011000001011010010101011110011110100010111000111,0000000010111011010101110011101001111110001100000101010111011000111010101010001011000000101010110001100000111011011110110011011010100000011001010101000001000000001010100100110000110101001001010011011001010001011100001011010010101001110010110000010111010111,aruco_006,aruco_020
464,488,18.0,284,495,304,490,1100000011111111110001010011111011111101011000000101010010010000111010011011011000011000111010010001100000111111110110101001001010100000101011010111110100000000001001110111100000110111000011010011111001011101011100011111100110101001010111111110011110110011,1100000011111111110101010011110001111100001000000101010010010000111010001011011010011000111010010001100000111111010110101011001010100100101011010111010000000000001001110101110000110111000011010011111001011101011100011111000110101001010111110100011110010011,aruco_006,aruco_020
430,439,20.0,332,485,348,471,0000000010111111011001111011101001111111011010000101110010110000111100101011011101010010110000001101010100111111011111100011011110110010011101011101000010100000001111110001111000110110101010001011001001111001011110101001010010101011110010110010111110000011,0100000010111111010001110011101001111111011010000101110010110000111001101011011111011010110000001001110100111111011111110011010010110010011101010001000011100000001111110000111000110110101011001011001001111001011110101001010010101011110010110010110110010111,aruco_006,aruco_020
462,468,20.0,510,361,493,319,0000000010101111110100010011100011111001001000000101110010011010011010101001010101001000110011010100000000101111110110101010000110110000011101011001110111000000001100110001110000010101110000011111111001010100010100001111010110101000010010110010010101100011,0100000010101111110100010011111011111001001001000101110010111010010010101001011111001000100010010100000000101111110110101010000110110000001101011001110111000100001100110001100000010111110000011011111001010101010100101101010110101000010010110010010111110011,aruco_006,aruco_020
495,505,20.0,445,110,382,96,1000000001100111110101011011110001011101011010000001110011001000110010101011111000110100101000001100000000111110111111101001011110110100100000010101100110100110000010111100011100100101011010101011011000111000010110011101000110101000010100100010110101010001,1000000001100111110101111011110001011101011010000001110011001000110010001011111000100100101000101100000000111110111111111001011110110100100000011101000110100110000010101000011000000101010010101011001000111010010110011001000110101000010100101010010100000101,aruco_006,aruco_020
496,536,20.0,143,391,152,421,0000000011111111010000110011110001111011001100000101010010001010110010101111111111000000100010010000100100111111110110100010000010110110101111010101100001000100000100101010100000000111110001001011111001010011010100001110110010101000010011111010010100000111,0000000011111011110000110011110001111010011100000101010010001010110010101111111011000000100011010000100100111011110110100001000010110110101111011101100001000100000000101011100000000111010001001011111001110011010000001010100010101000010011111000010110000011,aruco_006,aruco_020
353,385,21.0,285,494,306,489,0000000011101011111000010011100011111111010000010001010110110010011010011010000110000000110000010001100000101110010111000010000110100010001101010011110001100000000011100110111000110110101011010011101001001111001000011111010010101011010111110110111100000101,1000000011101011110000010011100011111011010000010101010111110000011010001010000110000000100000010001100000101111010111000010011110100110001101010111110001100000000000100010111000110110101011010011101001001111001100011110010010101011010110111110111110000101,aruco_006,aruco_020
543,546,21.0,333,484,348,469,1000000011111011110100111011111001111110011100000001010111111000111000101111101011000000101010110000100100111011111110100001011010100010001001011101100100000100000001100011100000100111001011001011011001111010010000011001010010101011110011101000011110000111,1100000011111011010100111011111001111110001100000001010110111000111000101111101010001000111010110000100000111011011110100001011010100010001011011101000100000100000011101111100000100111001011000011011001111011010000011001110010101011110111100000010110010111,aruco_006,aruco_020
374,270,22.0,529,461,533,409,0000000000100111010100111011100001010100001000000001010110011000110010101011101001000000101000011001000000111111111110101011011010100000100000000111010100100000000000111000010000010101010001010011010001110011011100001011010110101000110100111100110111000011,1000000000000011010100111011100001011100001000000001010110011000100010101010101001000000101000011001000100111011110110101001011010110000100000011111010010100000000000101011010000010101010001010011010001100010011100001011010110101000110101111100110111010011,aruco_006,aruco_020
391,424,22.0,502,460,504,415,0000000000101011010000111011100011010110000100000001010111010000111010001010001011000000111011110001000000101101110110111010000010100000100011011101100000000000001011100000110000010101011011000011111001011111001100011001010110101010010011110100010110000111,0000000000101011010000111011100011110000001000000001010111010000111010001010001011000000101010110001000000101101110110111001000010100100100001011101000000000000001010100000111000010101011001010011111001011001011100011001010110101010010010100100010110000011,aruco_006,aruco_020
134,11,23.0,463,321,440,291,0011000111111001110000010010010011100000011101000000001101110011011101001010000000010001100011110000110000001001000000000010000000000010011011010010111101110000000000100101000001001110101101010001101011100000100001010000000000001111010010111010111110000111,0011000111111001110001010011010010110001011101100110001101110011011101001010000000011001000011110000110000001001000110000010000000001010111011010010110101110000000010100101000001001110101101110001101011100100100001010010000010001111000010111010111011000111,aruco_006,aruco_020
198,144,23.0,404,342,389,322,1111011101010000011100000001010000011110010100010101000111000001100101001010000011000101110110001111111010100011000000111011010111010010110001001110011001101110101101001010100001001000011001100101100000100011000100000011011101111000110111111000100110111111,1111011101010000011100001101010011011110010100010101000111000001100111001010000010000001110111001111111010100011010001111011010011010010111000001110011001101100100111001010100001001000001001100101110000000011000100001011011101111000110101101000100110110111,aruco_006,aruco_020
507,534,24.0,212,125,167,155,0000000010111111010100110011111001111011001101000101010010001000110010101101011111010000100010010100100100111111110110100011011010110110011011010101100000000100000100101111101000000111010011001011111001010011010100001010100010101000010111110010010110000011,1000000010111111010100111011111001111011011100000101010010001000110010101111111011010000100011011000100100111011110110100001011010110110001111010101100000000100000000101011100000100111011011001011111001110011010100001010100010101010010110111010010110000111,aruco_006,aruco_020
230,148,25.0,406,168,356,158,0011111100001000100100001000010000001110010110111100001101000111110111101011100010010001000010000101000011000011100000011010000111110000101100000111011100100101111011001100000000001010101110100101101111111101101110110010001001101110110100111100000100010010,0011111100001000100100001000010010001110010110111100001101000111110110101011100010010001100111011101100001000011100000011010100011111000101110000111011100100101111001001000000001000010101110000101101101111101101111110010001101100110110100111100001110110010,aruco_006,aruco_020
270,317,25.0,331,485,347,471,0100001011101011001100011011111001111101011011000101110010101010010000011101100100001000000000000100010101101110110111110010100110110110001001001011000110100110000110111101101000100110011010011011101000011010010110100110100010101001110011101010111100010101,0100001011001011001100011011110001111101010011010101110010101010010000011100100100001000010000000100010101101110110111110010000110110100001001010011000111100110000111111111111000100110101010011011101000011111010110001110101000101001110011000010111100110101,aruco_006,aruco_020
272,262,25.0,318,511,86,157,0000000000111111010001110001110001010010001001000101010000001000110010101111011011011000110010010000000000011011111110100001011000100010000010010100100000000100000001101001110000000101010011001011011000100001010000001001110010100000010001111000010111000111,0000000000111111110001111001110001011010001101000001010000000000110010101111011010001000011010110000000000011011111110111001011000100010000000010110000100000100000001101001111000000111010011001011011000100001011000011001110010100011010000110000010111000111,aruco_006,aruco_020
407,444,25.0,487,328,464,292,0101000111010011110001010010110001110110000010000101011110011011010100001110001110100100110011110001110111101001010110110110010000010000111011000110001111000010011001111011111011001101100001100111101011110111010110011010100011101000010001011100111111110001,0101000111111011110001010010110001110100000010000101011110011000010100001110001110100101110011000001100110101001011110110110011010010000111101100110000011000010011001101011111001001100000001100111101011110110011110011010100011101000010001011100111111110011,aruco_006,aruco_020
11,38,26.0,465,191,416,169,0001100101101001011000000111110010001000001000000000100010010100101011110111001010100000010011100010010011100010100010110010010000010100010010010111000010101100101001100001011010001111001000001001100011010101011100011001100010001010110010010100010011000011,0001110101101001010000000111110010011001001000100000100010010100101011110011001010100110010001100010000011010010100110110010010001110100010000010111000010100000111001010001011010001111101000001101100011010101011110011001100010001010110000010100011011000011,aruco_006,aruco_020
315,231,26.0,384,111,325,108,0101110010111001010110011000011010110011001011010101011111101010110000000100000111000010000101000001111001101100110110100100110110110110011001001101100101101010010010111000100011001100011000011101111000100111000010100110010111110011110010001011000011110100,0101110010111001010110011000011010110011001111111101011011001000100100000100000111000101000011000001011001100100110110100100110110110110011011001100100101101010010010111000100011001100011010011001111000000011000000001110000111110001110010001011000011110100,aruco_006,aruco_020
356,378,26.0,97,237,79,282,0000000011111011110100110011101001111110001000000101110010010000111010101011001011000000110000110001000000101111110110111011000010110110001001010101000100000000000001100100111000010101001001011011101001011010011100011110110010101010010101101100011111000011,0000000011111011110000110011101001111111011000000001010010010000111010101110101001000000110000010001000000101111110110111011000010110100001001010101000100100000000001100000111000000110001001001011111001011010011100011110110010101011010111101010111110010111,aruco_006,aruco_020
110,136,27.0,245,323,234,336,1000110001111111110001000110110010001001001001000000101011000101111011100011011000110101000001000000010100010001101111100101011011100110010010100011110100000001101011010100011000111101000000011011000011000000010110011101000010000000110001010010010011000111,1000110001111111000001000110110000001001001001000000101011000101111011101011011000110001000000000000010100011011001111100001011011100100110010110011100100010001101001000100011000111111000000011011110011010000010110011101000010100110110001111010010011000110,aruco_006,aruco_020
125,31,27.0,430,375,419,348,1000001001100111110000011010100101101010010100000010011011011000110010111011101010100100101001101000000110111011011110101000011000001001000001011000010100001100000110101000001100101101000001111011001001100000000101000101000010101000000111101110010111100111,1000100001100111110000011010110100101010010100000011011011011100110010101011101010110110101001101000000110111011011111101010011000101001000000111100010100001100000010100000001101101101010010111001000011100000000111010101000010101000000111101110010111000111,aruco_006,aruco_020
181,180,27.0,216,458,234,468,1001001000000001100100001111000010101001000001110011100100101110011111110110001111011001110111000010101010000001010110010011000001111011110101001001111001110110111001100011010001011100101101100010111001100010110000001001100101100000100001111101110001111011,0001001000001001100100001011000010001001000001110011100100001110001111110110001011111001110111000010100010000001010110011010000001111001110101001000111101110110111001100010000011001110101001100010111001000010110100101001100101100010100101111101010001111111,aruco_006,aruco_020
244,295,27.0,478,59,186,552,0000000000100011000100011001010001011100001010000101000101011000110010101011001001010100100000011001000100101011010110110011000010110010110000001011000000100100000000101001000000000110011001000011000000110000011000001011100110101010110101101100010111000011,0000000000100011010100111001110001011100001000000101100100011000110010001011101001000000110000111101000100101011011110110011000010100010110010001001000100100100000011101001010000000110011001000011000000111000011010001011110010101010010101100100010111000011,aruco_006,aruco_020
334,348,27.0,145,404,157,430,0000100000101011111101110111000001111111111010101011110010000100010111001010101110111100111011101010000100101110010111101011010010111100010011011010110000001110001111111101100000010111011010110010100000110001011011001011010110101010100011110010010000001101,0000100000101011111101110111100000111111111010100111110010000100010011001011101111111100111001101010000100101010010111101001010011111100011010011100110000001110001111111000111000110110001010111000100000110000011011001011010110101011100011110010010001001101,aruco_006,aruco_020
457,498,27.0,149,428,167,453,1000000011111111110000110011100001111111001011000101110010110010010010001111001110001000111001111101000000101111010110101010000110100110001101010101010111000000000001101001111000010111100010011011101001100101011110001110010010101001010010111110110101010001,1000000011101111110000110011100001111011011001000001110110110010010010001011001110001000110001111101100100101111010110101000000110100010001101011101110111000000000100101011111000010101010010011011101001110111011110001110010000101000010010111010110101000011,aruco_006,aruco_020
467,454,27.0,468,177,416,154,1000000010111111111101011011101011111111010110010001110011101000010000101101111101011000001000100100010000111110111110001000111110100110111111011001100111100100001011111111100000110100111000001011111000011011000010101100000100100001110111110010010100100101,1000000010111111110101011011101011111101010111010001010011101010010010111101111001011000000000100101010100111010111110100001011110100110111111011001100111100100001011111111100000110110110010001011111000001011000010001100110110101001110111110010010100000111,aruco_006,aruco_020
494,517,27.0,496,436,194,496,0000000000100111010001011011110001011101001010000001110010000000111010101011111001100100111000001100000000111010111111101011010010110000110000010011110110000010001111111010001000010101001000111011010000111010010110001001000110101000110000101010110100010101,0000000000100011010000011011110001011101001000000001110010000000110010101010111001100100111000001000000000111111111110101011011110100110100000010011010010000010001001101000011000010101011000101011010000111010010110001001010110101000110000101010110100000111,aruco_006,aruco_020
520,506,27.0,119,263,105,302,1000000011101111010100110011100001111111001101000001010010111000010010111110000010011000111001111000010100101011011110101001000110110100011011010011100000100100000001101101110000010111000001000011101001000011011100001101110110101011110110110010010111000011,1000000011101011010100110011100001111011001101000101010010111000111010111111001011010000100010111000110100101011011110101001000110110000011011010011100000100100000000110111110000010111001001010011111001000011010100001101110010101011110111110010110111000111,aruco_006,aruco_020
289,292,28.0,307,177,265,187,0111011010011011000001100001001100000101001000010111100001011111111000111111110101100011110010100010010101110100001010100101100111100100111010001001101110000001110110110000100001011101100100110001100011111000110111000101111011101100110000101111100000001110,0111011010011011011000100001001001000101011000110111100001011010110100111111100001100011100010100110010101100100001010010101100111100000111010001001101110100001110110111000100000011101000100100001100001111000100111000111111011101100111000101111100000001110,aruco_006,aruco_020
253,253,29.0,86,174,53,229,0000000010111111110101011011110001111111011010000001110000011000010110001101111111011010110010010000010000111101111110101011110010100100011001010101100101000100000010111101100000100111101011001011001001011001010000101001100010101010110010110010010110000111,0000000010111111110001110011100001111110011010000001110001111000010100001111111110011010110010000000110000111011111110100011010010100100011101011101000101000100000010111101101000100111101011001001001001111001010000001010100010101010110010100000110110000011,aruco_006,aruco_020
340,175,29.0,78,138,40,196,1000000000100011010100111001100001011101011000000001000101011000110010101011101001010000101000111101000100111111011110101011000110100000110010011011000100100110000000101000000000000101011000010011000000111000000010001011010110101000010100111010010110010111,0000000000101011110100111001110001011101001000000001010100010000110010101011101000000000101000111101000100111110011110101011010110100000100000010011010100100110000010101000000000000101010001010011000000101010011010001111000110101000010101101110010110000111,aruco_006,aruco_020
344,370,29.0,513,325,489,283,0000000011101001111001010011101011111111010010010101010111100010011110001000001101011010100000011001000000101110010110000010010110110110111101011001000001000000000001100100111000100100101010011011101001011010001110111110000010101011010010101010110100110111,0000000011101001110000010011100011111111010000010101010110100010011010001110001100000000110000011001000000101110010110100010011110110110111101011001000001100000001001100000111000000110100011011011101001011110001100001110010010101011010010111010110110110111,aruco_006,aruco_020
431,399,29.0,143,247,124,284,1010011100010010011001011011000011100101100110001000000001000100001111101011010100111100111000101111010000100110011010011001001111001011110010010011001001101000100011000111000110100001100111100001010101011100100000011001101010101110111110101110110010100010,1010011100010001011001011011000111100101110110001000100001000100010011101011010100111110111000101111010000001110011010010000001111001001110001010011001101101000101001000111001110100001100111100001100101011100100101011101101000101110111111100110110010100011,aruco_006,aruco_020
519,508,29.0,487,328,463,293,0100001111111001100100010011111001011111101011010001110111000000110100001010001110100101011011001100110000111011010110011011010010010000011011010110100110000010001111100010100000000100010010010011111000100011000110011010010100101010010010111010111110000001,0000001111101011110100010011110001011111101110010001110111000010110110011010000110000100100011001100100000111011010110011011010010110000001001010110100110000010000011100010100000000100011010010011111000110011010110011010010000101010010010111010010111000001,aruco_006,aruco_020
523,500,29.0,275,460,290,457,0100001111101011101100010011101001011111100010001100110110010010110100111011001100110110010010000100010101101111010111101011000010010100001001010111100110000110000100110010001000000101101010010111111100011111011110111110000000101001010011111010011111010001,0000001111101011101100011011110001011101100110010100010010010010110110111011001000111100010010000100010101101111010111001011000010010000001001010111100010100110000100110000111000000111101010010111111100011001011110111110010000101001110111111010011110010101,aruco_006,aruco_020
540,553,29.0,143,247,125,283,0100000011101011111101110011111011111001100000010001110111000000010111001011001100000100000000101000000001101110111111011010100110110010011011011011000001100110000010111010111000000111011001000011101000111110011000111001110010100000110111111110011110100001,0100000011101111111101110011111011111101100000010001110110010000010101001011001100100100100000100001000000101110011111010011100110110000111101011010010001100110000110111000111000000100010001000011101000111110010000111000110110101000110111110110011110100001,aruco_006,aruco_020
76,83,30.0,494,435,491,392,1110011100011000000100101101001010100111000100101100000101000010110100001000000101101111110011000111110111001110010000100001100110110000111011001001111101100010100011001010100010000000110100010100100100101010110010101110011000100000111111001000010000110001,1010011100011000010100001101011010100110000110101100000100000110010110001000000111111011110011000111110011000101010010100001100111010000111011110001111101100010100000001010100010000000111101010100100100001010110000001110011000100000111111001000010000110001,aruco_006,aruco_020
436,423,30.0,460,151,404,131,1011001111001011010001010011010011110011000110010100010110010010111110001000000000100100011011111001100100101110010110101001010010010100101111100010001111100010000000100000001000001100101001000111111001111100011000011000101010101000010111111110111111000001,1011000111011011010001010011110001110011001010010100010110011000111110001010000000110101011001110001100100101010010110101111010110010100101111100010000011100010001000100000000000011100001011000111111011111100010000011000101110101000010011111110111110000000,aruco_006,aruco_020
490,524,30.0,125,394,239,107,0100000011111111110101110011110001111110011001000101110010010000110010101011111010000000110010011000110000111011111110100011011010100010001011010111100101100100001000111001110000110111010011001011001001000001011000001011100010101011110011110100010111010011,0100000011111111110101110011110001111110001100000101010010110000110010101011111011001000110010010000100100111011111110101011011010100100001111011110100001100100001000111000101000010111010011001011011001100001011000001011110010101010110011101100111111010111,aruco_006,aruco_020
91,98,31.0,374,75,310,81,0100000010110111010101110011001011111111011100010101010111101000111010001010010001000000100000010001000100111110011110000001011110100000111011001001010000000000001000100010100000110101000001000001011001100110000100001011010100101001110010111110010100110101,1100000110111111010101110011001011111101011111000101010111101000011010001010010001010000000001010001000100111110011110000011011110110000111101011011010010000010001100100010100000110110000001000111011001100110001010001011000100101001110110111110010101110111,aruco_006,aruco_020
152,225,31.0,95,299,419,466,0000000000111111010001010001110001011010011101000101010101001000111010101111011011011000101010010000000000011011111110001011010000100000000010011100100000000100000010110000100000100111010010001001011000100001001000001001000010100000010000111000010111010111,0000000000111111110001010001110001011010011101000101010001000000111010101111011010001000011010110000000000011011111110111011011000100010010010011100000000000100001011111101101000100111010011000011011000100001010000011001100110100010010000110000010111010011,aruco_006,aruco_020
180,190,31.0,408,360,396,338,0111000011110001011000110110000011110101001000010101111000010000100000101010001000100100001001000110000010110101010011100101010100001100011001101001010011101010000100111000001010101100011000101001000010000000011000001011010110011001000010000000010100010101,0101000001110001011000110010000011110111001000000101111001010000100000101011001000100110001011000110000010110101110011101101010100100100000001101001010011100010000110111000001110111101011000101001000010010000001010001011010110011000011010000110000001010101,aruco_006,aruco_020
359,377,31.0,152,479,325,83,0100001111011101100001011011100011011111001010000000010110000000111000001010111010011001111011100101110000111011011110101010010010010010001011010111011000000000001011110000110000010111001000011111101001111010001100001001011011101001110011100110011110110101,0100001110001101110101111011100011011101001011000100010110000000111000011110111010001001111011110000110000111011011110101010010010000010101011011101011000000000001011110000111000110101000000010111111001011010011100001011011101101001010011100110010110110101,aruco_006,aruco_020
386,352,31.0,439,64,368,55,0100000010111111110101011011010001111010001100000101010011111000010000101111011000010000100010110001010100111011011110110011010010100010011011011001000000000100001001101010101000100101011011000011111000111000010000011011000010101011110010101100010110010111,0000000011111111110101010011010011111111001100010101010110011000110010101110011000010000110010110001010100111011011110110011011110100010011001011001000000000100001001101000101000100111011001010011001001111000000000011111000100101011110011101110010110110111,aruco_006,aruco_020
412,445,31.0,102,126,527,406,1000000000100011010100110011100001011100001000000101110010010000110010001010101001010000100000111001000000111011110110110001010010110100100010010111010000100100001000111100011000010101011001000011000001010010011100001011110010101010110101110100110111000011,1000000000100011010100111001100001011100001000000001000110011000110010001010101001010000100000111001000100111111110110101001000010110100100010000111000000100100000000111111000000010111010001000011010000000010011100001001010110101000110101111100010111000111,aruco_006,aruco_020
223,178,32.0,469,175,418,152,0100001000101110100010110010010011110010100101110001110001001000100110111111000010110000101011100000100010000001011010010000001000001101000011111100011101101000000000111000001110100001010000001101101011100000101001011011010100000100010010001000000111111111,0100001001101110110011110010000111110010100110110001011011001000100110111111000110110010101011110000100110001001010010011000011000001101000001011100011001001000010000111000001110101001010010001101101011110000001001011011010100001000010110001000010111101111,aruco_006,aruco_020
280,306,32.0,387,497,50,245,1100000010111111010000110011111001011000011101000001010001010000110010101011110011000000101010110000010000111011111110101001011000100000011011010110100100100100000010111101111000010101010001011010000001000001010000011001010110101000010111110000010111000011,0000000011111111110001010001110001011000011001000001110101010000110010001010011010010000101010011000000000110011111110101011011000100000011010010110110100100100000010111000101000000111010001011010001001000001010000011001000110101000010110110000010111000011,aruco_006,aruco_020
459,466,32.0,259,137,212,157,0111001111001101110000111001011011010101101111000101011110101000010100111110111100101101000001001101110100101110111110111011000010000010101101010010100011000110011110101001010000011110011001010111111011101011011110011011110100101010010000101110011111110110,0111001111001101101100111001011011110101101111000101010110101010010000101010111110100101000001000101110000111110111110111011000110000010101101010010100011000110011111101111110000011100111001010111111011101011010000011011011000101010010100111110011110010111,aruco_006,aruco_020
75,139,33.0,181,164,143,198,0100010101111011010100111100101010100001001001111011101100000010100001001000010101011010011100000111011100100100001110101111110111000000111000001001110001110010110111011000100001001100111100010111101100101010101010101101010110110001111111101010000000110101,0100010000111001010100011110111010101101001011011010101100000010000001001000010101011010111101000110011100100100001110101110100111100010111000001001110001111010010110011010100001001100101000010101101100101010011010000111000110110001111110101010000000110101,aruco_006,aruco_020
439,415,33.0,282,93,79,282,0000000011101011110001011011110001011010011101000001010111011000111000101110101000000000100010010001000100101011110110101010000010100110101001011111000100100100001010101000101000010111011001010011111001011000001100001111000110101011010110100100010111100111,0000000011111011110101111011110001111000011101000001010111011000110000001110111010011000100010010001010100101011110110101000001010100100001001011101100100100000000010111010101000000100011001001011111001011010011100001101100110101011010110100000010110100111,aruco_006,aruco_020
327,364,34.0,266,187,228,202,0111100110101001001011000010001101010100001000010110101011010010011101111101111100011011110011110010110101000001001010000111000000110011101111111100111101110000110010110000001010011101101101000000101011111000100100111010000000101110010000001100110110010110,0110100000101011000011000010001000110111011100010110001001010111011101111001101110011011110011110010110101000001001010010101000011110111100111111100101101110001110010010000001010011100101101000000001011111000100100111010000100111110010000001100100110010111,aruco_006,aruco_020
345,349,34.0,166,123,123,161,0000000011111011110000110011000001111111011010001101110111110010011110001000001000011010110000111100000101101010110110110010000110100110101111011111010010000000000101100110100000110101101011010011101101001000011110101110000010101011010010001110111110010111,0100000011101011110000110011100001111111011000010101010010110010011010001010001000010010100000110101000100101110010110110011010110100110101111011111010000000000000001100110101000110101101011011011101001001010001110001100010010101011010010111110110110110111,aruco_006,aruco_020
480,451,34.0,92,219,224,112,1100000010111111010000011011111001111010001001000001010010011000111000101111101011010000101010110001110000111011111110101001011010100000101011011101000000000000001010110110100000100101000011001011011001011001011100001001100010101001110110100000010111010011,1100000010111011010101011011111001111110011001000001110111011000110000001010111011011000101010111001110000111011111110111001011010100010001011011111000001100100001010111110100000100101010011001011011001111001010000001011100110101000110110101100010110000011,aruco_006,aruco_020
