Query Index,Train Index,Distance,Query X,Query Y,Train X,Train Y,Query Descriptor,Train Descriptor,Query Image ID,Train Image ID
439,451,18.0,169,127,224,112,1100000010111011010101011011111001111010011100000001010111011000110000101011111010011000101010111001100000111011111110001001011010100010101011011111000101100100001010111111100000110101011011000011011001111001010000001011100110101000110110100100010110010011,1100000010111011010101011011111001111110011001000001110111011000110000001010111011011000101010111001110000111011111110111001011010100010001011011111000001100100001010111110100000100101010011001011011001111001010000001011100110101000110110101100010110000011,aruco_010,aruco_020
436,475,19.0,97,416,109,363,0000000010111011010101111011110001111000001000000001110111011000110000101111111010011000101010111000110000111011111110011011010010100000111011011111010100100100001010111111100000110101011001000011001001001001010000001001000110101000110010100100010110000011,1000000010111011010101011011111001111110011000000001110011011000110000101110111010011000101010111000110000111011111110111011010010100000101011011111010101100100001010111101100000100101010011000011001001111001010000001011000110101000110010110100010110000011,aruco_010,aruco_020
167,152,21.0,458,196,475,222,1000000010111011010000111011110011111011001100000000010010000000111000011011010000000000110010111100010100111010101110100000011110100110111011010011010100000000001011100001111000110101001001010011111001111100010100011101110110101010110011111110010100100010,0000000011101011110000111011100011110111001100000100010010000000111010101011011000000000110010111100010100111110001110100000010110100110111011010011110100000000001011100001101000110101001001010011011001111100010100011101110000101010110011111110010100100011,aruco_010,aruco_020
420,389,21.0,392,93,432,118,0100000011111111110001110011101001111010011100000101110110010000110010001010111010000000111010010000100100111011111110101001011010100010001001010101110000000000001001101000101000110111010001010011001001111000011000011011010010101011010011111000011111010111,0100000010111111110001110011101001111110011101000101110010110000110010001010111010000000111010111001100100111111111110101001011010100010001011010101110101000100001011111000101000110111000011011011001001111001011000011011010010101011010011101000011111000111,aruco_010,aruco_020
195,77,24.0,112,150,87,156,0100000011111011000000010011101000111100011001000101110011101000111000101110011001010000111010010000110000011011100110101011010000100010111001011100100001100100001000110101111000010110001001000011010001000010010000011001110110100011110010110100011000010111,0100000010111001000001011011111000111000001001000001110010101000011000101010001001010000111010011000110000011011110110101011000000000010111001011100100001100100001001110101110000010110001001000011010001000010010000001001100110100011010011100100011000000111,aruco_010,aruco_020
336,335,24.0,109,164,161,137,1000000011111111010000011011111011011010011101000101010111010000111000101110011011000000110011111001010000111111111110100000001010100000011011010111100100000100001011100001111000000101000001011011111001111011010100011001110110101010110010100000010110000011,1000000010101111010001011011110011111010001100010101010110010000111000101110011010010000110011111001000000111011110110100001001010100000011011010111100000000000001011100001111000110101010001011011111001111011011100011001110110101010010010101000010111000011,aruco_010,aruco_020
393,442,25.0,64,363,89,311,0100000011111111010000110011101001111110011100000101010010110000111000001010001010000000100010110000100100111111011110110011010010100010011011011111010001100000000010100000101000110111010001010011011001010010011000011011010010101011010110111000011111010111,0100000011111111010000110011101001111110010101000001010111010000111000001010001011000000100010110000110100111111011110111001010010100000111001011111010000100000000010101010101000010101001001010011011001000010011000011011010110101001010111110000011111010111,aruco_010,aruco_020
369,379,26.0,434,142,325,59,1000000000111111010001110001110001011010011001000001110001011000110010101111001011001000100010111000000000111011110110111011011010100100000000011100100000100100000000111110110000000111011011001011011000000001001000001011000110101000010100110000010111010111,0000000000111111010000111001110001011010011101000001010001010000110010101111111011011000101010011000000000111011110110111001011000100110000000010100100100100100000000111100101000000111010001001011011000000000011000011011100110101000010100100000010111010111,aruco_010,aruco_020
437,486,26.0,371,485,348,470,1000000010111111010101111011101001111110011000000001110010010000111000001111011011011000111010010001110100111111110110100011011010100010001001010011100101000000001011110000101000110111101001000011001001111001011100001001010110101011110010100000110110010111,1000000010111111010101011011101001111100011100000001110010010000011110101011011111001000101010010001100000111111110110100001011010100000001001011111100001000100001011110010101000110111110001000011001001111011011100001001010010101011110010100100110110000111,aruco_010,aruco_020
441,470,26.0,483,259,488,284,1100000011101011110000010011110011111101001000010101010011010000111010011011010000010000100011110001010000101010111110100001001110100000111011011111000100100000001010110110100000110101000011010011111001001101010100011101000110101000010111111110011110110111,1100000011101111110101010011110011111101001000000001010011010000111010001011011010010000111010110001000000101111111110101011001010100100011011010111000100100100001011110100100000110101000011010011111001011101010100011101000110101000010111111110011110010011,aruco_010,aruco_020
77,154,27.0,268,51,325,59,0000000000101111110001011001110011011010011000000001010101001000110010000011011011001000110001110000000000001011111110101010000000100000000010010100000100000100000011100001010000100111011000010011111000100000010000001001100010100010010001101000010111100111,0000000000101111110000111001110001011000011000000101010101001000110010101011101010000000101001110000000000101011111110110010000000100010100010011100000100000100000010100101000000100101011000000011111000100000010000001001110010100010010000101000010111100011,aruco_010,aruco_020
263,46,27.0,128,140,263,85,1000000011111111010000110011111001111100001001000101010110110000110000001010001000000000001010111000100000111011110110100001010000100010111001000110000001100000000011101100111000010110011011011011000001000000011000011011010010101011010111110000011111000111,0000000011111111110001110011101001111100011001000001010010110000110000001010101000000000001010111000110000111011100110110001010000100010001011010110000101100000001011101100111000110110001011011011000001000011001000011001010010001011010010110000011111000101,aruco_010,aruco_020
283,225,27.0,444,465,419,466,1000000000111111110001110001110001011010011100000101010101000000110010001011001010001000011000110000000000111011110110111001011000100110000010010100000100000100000011101111001000100101010011001011111000100001010000011001110010100000010000111000010111010011,0000000000111111110001010001110001011010011101000101010001000000111010101111011010001000011010110000000000011011111110111011011000100010010010011100000000000100001011111101101000100111010011000011011000100001010000011001100110100010010000110000010111010011,aruco_010,aruco_020
430,495,27.0,411,470,276,90,1100000011111111010001111011111001111100001100000001110111011000111000001010111010001000101010111001010100111011111110111001011010100000101011011111100000000000001010110110100000110101010001000011011001010011011000011001110110101001010111110000011111000011,1100000011111111010000011011111001111100001101000001110111011000110000001111111010010000101010111000010100111011110110111011011010100000001011010111110100000000000010111111100000100101010011000011001001011011010100011001100110101001010111110000010110000011,aruco_010,aruco_020
504,527,28.0,158,146,209,128,1000000011111011110001010011111001111101001101000001010110010000111000001011001000010000110010111001010100101111110110111000001010100100111011010011000100000100000001100010100000100111011001010011101001110101010100001101000010101011010111111110010110000011,0000000011111011110001110011110001111100001101000001010111010000111010001111001000001000100010110001010100101111111110111000001010100100111011011111000100000000001001101000100000000101001001010011101001110111011100011101010010101011010111111100010111000111,aruco_010,aruco_020
241,277,29.0,157,514,150,464,0100000010111011010101011001111001111110011000000101110010111000110000101110011111001000110010010101110000111101111110100011011010100100111111010111100001000100000010111111110000000110110001000011001000010011010000001111100010101001110010110100011110000011,0000000010111011010101011011110001111110011100000101110011111000010000101010111010011000100010010001110100111011111110100011011010100100111111010111110001000100000010101111110000000110111011000001001001111011010000001011100010101011110110111100011110010011,aruco_010,aruco_020
278,281,30.0,271,72,324,79,0000000010111101010001011011101011111111010010010101010111000000111110000010010101011000100011111100100000111111010110001000011110110110101111010101001101100000001010100000101000110100001010011011111001111110000110001011010000101010010010101010011100000101,1000000010111111010001011011101011111111011010010101010111000010011110001010010101011000110011111100100000111111010111000000001110110000111111011101100111000100001010100100101000110110100010011111111001111110001110001011100000101000010010101010010100100101,aruco_010,aruco_020
408,384,30.0,425,475,83,323,0000000010111111110001111001111001011000001101000101110000011000110010101011101011010000101010010000010000111011111110101011010000100100011001010110100100100100001011111100111000010101010011001011010001000011010000011011110110101000010011111000010111000111,1100000011111111010001110011111001010100001101000001010101011000110010001111111011000000101010011000010000111011110110101001011000100100001000010110100100100000001010111010101000010101010001001011010001000011010000011001110110101000010011111000010111010111,aruco_010,aruco_020
12,55,31.0,138,330,393,403,1100110101011000001000010100101010011010100101001100010110010010011111010100010111000011110011001000111001001001010101000100111001100100011001001110111011101000000101000010101000011010101101011101100111100111000000001010011001000001011100011001110011110010,1100010101011000011000010110101010001010101101101100010110010000111111000100010111001010110011001000111001001011010100100101111001101100011010001110111111101100000101010010101001011000101101011101101110100111010000101010011001010000011101011001111011110010,aruco_010,aruco_020
