Query Index,Train Index,Distance,Query X,Query Y,Train X,Train Y,Query Descriptor,Train Descriptor,Query Image ID,Train Image ID
169,33,8.0,44,371,159,536,1000000001111111110000110000110001001010000001000101010000010000110010001110101010000000011010111000000000111011111110100001011000100100000010010110110100100100000011111101101000000101010011011010001000000001010000010011010010001000000101111000010111010001,1100000001111111110000110001110001001010000001000101010000010000110010001110101010001000011010111000000000111011111110100001011000100000000010010110100100100100000011111101101000100101010011011010001000000001010000010010010010001000000111111000010111010001,aruco_009,aruco_010
148,77,10.0,521,47,268,51,0000000000101111110001011001110011011010011000000001010101001000110010001011011010001000111001110000000000011011111110111010000000100000000010010000000100000100000011100001000000100101011000010011111000100000010000001001100010100010010000101000010101100111,0000000000101111110001011001110011011010011000000001010101001000110010000011011011001000110001110000000000001011111110101010000000100000000010010100000100000100000011100001010000100111011000010011111000100000010000001001100010100010010001101000010111100111,aruco_009,aruco_010
393,283,11.0,342,536,444,465,1000000000111111110000110001110001011010011000000101010001000000110010001011001010001000001000110000000000111011110110111001011000100110000010010100000100000100000011111111001000100101010011001011011000110001011000001001110010100000010100111000010111000011,1000000000111111110001110001110001011010011100000101010101000000110010001011001010001000011000110000000000111011110110111001011000100110000010010100000100000100000011101111001000100101010011001011111000100001010000011001110010100000010000111000010111010011,aruco_009,aruco_010
262,182,17.0,359,202,257,244,1100011011001001101100001111111110001011010110110000000001100000010100010111010110000100010011001111110000000110011110001000001111110100001001011101111111100110101101000001111000100100101100011111101000111110100011010000001101001110110010001110111000100000,1100001011001001101100001111111010001111010110110000000001100000000100010111010110100101010010001111110100000110011110001000001111110110001001011101111111100110101101010011111000100100101010011101101000111110100011010100001101001111110010001111111000100000,aruco_009,aruco_010
509,393,17.0,102,152,64,363,0100000011111111010000110011101001111110011101000101010011110000111000001010001010000000100010111000110100111111011110111001010010100000011001011111010001100000000010100000100000010101001001010011011001000010011000011011010110101001010111111000011111010111,0100000011111111010000110011101001111110011100000101010010110000111000001010001010000000100010110000100100111111011110110011010010100010011011011111010001100000000010100000101000110111010001010011011001010010011000011011010010101011010110111000011111010111,aruco_009,aruco_010
196,25,18.0,304,517,409,476,0000110000100111010101001011110000011101011010000001100001101110010011001011101000100100101000011110000100110111110111101011010011110000101100010011000010100100000011001101010000000111011100001001000000111000000110101001000110101010011000100010110010000101,0000110000101111010101001011110000001101011010000001000001101110010011001011111000100100100000011110000100110111010111101011100111110000101100010011010010100100000001001101010000000111011100001001000001111000011110101001000010101010011100111010110010000101,aruco_009,aruco_010
320,124,18.0,131,324,185,456,1111111101011001000000010000010011010110000110110101011010001100111011101111000010101000100011010101000011001001100001001100011010011100010010000111101000100001011000010110000000011010011110101010111111010001101110111010010101101101001100110000000110110000,1101111100011001000000010000010011010110000110110101001010000100110011101111000010111001100011010101000011001001100001001100011011111100010010000111101001100001011000011110100000011000011110101010111011011001101110111010010101101101011100110000100110010000,aruco_009,aruco_010
540,433,18.0,96,245,117,426,0100000011101011110000010011100001111111001000000101110010110000111010011011001010000000111010010000000000101111110110111011000010100110101001010101100100000100000001110101101000010111010011011011111001011000011000011101100010101001010011110110011111010011,1100000011101011110000010011100011111111001000000001110010110000111010011111001011000000111000110101000000101111110110111011000110100010101011010101100100000100000000110101101000110111010011001011111001011100011000001101100010101001010011110110011111010001,aruco_009,aruco_010
444,317,19.0,85,222,97,418,0000000010111011010100111011101001101100001000000001110010011000111000001110101011001000101000010001100100111111110110111011000010100100101001010101000100000000000000100110110000110101010011001011001001010011011100011000110010101000100111110100011111000011,1100000010111011110100111011101001011100001000000001110111011000111000001111101011011000101010010001000100111111110110111011000010100000101001011101000100000000000000110110110000110101010011000010001001010011011100011001110110101000100111110100011111010011,aruco_009,aruco_010
552,430,19.0,102,149,411,470,1100000010111111010001111011101001111100001101000001110111010000110000001010111011011000101010010001110000111011111110101001011010100000101011011111110000100000001010111111100000110101010011000011011001011011010000011001110110101001010111110000011111000011,1100000011111111010001111011111001111100001100000001110111011000111000001010111010001000101010111001010100111011111110111001011010100000101011011111100000000000001010110110100000110101010001000011011001010011011000011001110110101001010111110000011111000011,aruco_009,aruco_010
154,8,22.0,197,371,254,447,1111111000011101101010001100011110000011000101000100000000001110111100111000110010001011111011010010110000000011101010111001111001010011001000111100011001100001100011010010111010000100110101011101110000000000001000000011011000100101011001100000000001010111,0111111000011101101010001100010110000011000101000001000000001110111100000000110010100011111011010010110010000011101010111001101001010010001000111100111001100001100011010010111010001110110101011101110010000000001000001011011101100001011001100000000011010110,aruco_009,aruco_010
360,278,23.0,505,67,271,72,1000000010111111010001011011101011111111010010010101010111000010011110000011010101011100100011111100100000111111010111000000011110100100101111011101100111100000001010100000101000110110100010011111111001111110000110001011100000101010010010101010110100100101,0000000010111101010001011011101011111111010010010101010111000000111110000010010101011000100011111100100000111111010110001000011110110110101111010101001101100000001010100000101000110100001010011011111001111110000110001011010000101010010010101010011100000101,aruco_009,aruco_010
560,492,24.0,211,437,305,481,0100101111101111101100010011101011011101110110001100110110010010010100111011001100111111010010000100010101101111010111101011000110010000011001010111100110000110000000111000011000000101100010110111111100011101011110111110000100100000110011111010011110010101,0100101111101111101101010011101011011111101110001100110010010010010000111011001100111011010010000100010001101111010111101011000010010000011001010111100111000110000001101000001000000101101000111111111100111111000110111110000100100000110011111110111110011001,aruco_009,aruco_010
475,403,25.0,378,416,396,367,1000001001000010010011110111010111101101010100010010001111010111011111011000000110010011001011111011101100111001011100001100001001001000100101001000000011111100000000000111001001010010100101010001001001000100100101011001101010111110001111111110110110101011,1000001001000010010011110111010110111101010100010010001111110111011111001000010110010011001011010011101100100001011100001000001011000001100101001000000011111100000000000111001001010010100101100001001011000110100101101001000010111100001111111110110010100111,aruco_009,aruco_010
481,373,25.0,82,256,114,442,0000000011111011110000010011110001011010011101000001010010010000110000101110101010010000100010110000010100111111110110101000010010100100001011011111000000000100001011101000101000010111011001010011101001011101001100011111000110101001010011111000010111100111,0000000011111011110000010011110001111010011001000101010010010000111000101011011010000000110010110000010100111111110110101010010010100100001011010111010000000100001000101000100000010111011000011011101001011101011000011111010110101001010011111100011110000111,aruco_009,aruco_010
214,49,26.0,167,306,198,424,1100111001101100001000010111001010101000010001111001010001000100001100000000010111010010101011101010111001000010111110000100011001000100011010001100011101001100000100010110101101100011100111011101100100000010000001000100011001000001011011001001000011110110,1100011001101000001000010110001010101010010001111101010101010100001100000000000111010010100011001010111001000010111100000100011001000101011010001100011001101100000101010110101001110010100111011101100100000010001000001000010001000001011111000001010011110110,aruco_009,aruco_010
383,260,26.0,147,282,171,419,1000000001001110000101100100100011111011110100111101001001001110011100110100000100011000100101100111100011010000101110010100011001000100111101000100011001001010111100000110011010111001100111001101100111100100001110001000100001010000111100000100011001111000,1000000001001110000101110110100011111011110000011000011001001110001100111100000110010000100111100111100011010001001110010100011001000100111101000100011001001111111100000110111000111011100111001101100111100100001110001000110001000010111110001100001001101000,aruco_009,aruco_010
570,495,27.0,133,219,125,388,1000001010101111010101110011110011111001000010000001110111010000011110011000010000111100111010001101010000111111111111011000001110100010011101011101000111000110001011100000101000100101000010011011111000111000000010111001010100101010110011101010010110000001,1000001111101111000101110011110001111001000110000001110111010000010100011000011000111100111010001100010001111010111111011000001110000000011001010111000101000110001111100000101000100101010010011011101000110000000010101000000110101010110011101010110110000001,aruco_009,aruco_010
