Query Index,Train Index,Distance,Query X,Query Y,Train X,Train Y,Query Descriptor,Train Descriptor,Query Image ID,Train Image ID
474,442,6.0,179,107,89,311,0100000011111111010000110011101001111010010101000001010111010000111000001010001010000000100010110000110100111111011110111001010010100000011001011111010001100000000010100010101000010101011001010011011001000010011000011011010110101001010111110000011111010111,0100000011111111010000110011101001111110010101000001010111010000111000001010001011000000100010110000110100111111011110111001010010100000111001011111010000100000000010101010101000010101001001010011011001000010011000011011010110101001010111110000011111010111,aruco_014,aruco_020
359,323,7.0,448,530,503,265,1000000001111110110001010001110001001010001101000001010101010000110010001010011010011000101010011000000000111011110110101001011000100000000000010110100100100100000010101010100000000101010001011011001000100011010000011011100010101000010111111000010111010011,1000000001111111110001010001110001001010001101000101010101010000110010001010111010011000100010011000000000111011110110101001011000100000000000010110100100100100000010101010101000000101010001011010001001100011010000011011100010101000010111111000010111010011,aruco_014,aruco_020
462,425,7.0,80,216,137,425,1100000010111111110001110011100001111110001100000101010011010000111010101011011011001000101010011001100000111011011110100001011010100000011001011101000101000000001010100010111000110101000001011011011001110001011100001001110110101001110110110000010110010111,1100000010111111110100110011100001111110001100000101010010010000111010101011011011001000101010011001100000111011011110100001011010100000011001011101000101000000001010000011111000110101000001011011011001110001011100001001110110101001110111110000010110010011,aruco_014,aruco_020
321,250,8.0,505,377,409,167,0110101011110110000100110100111001110111101001000001010000000011100000111101001000100100111000100100111100110001101010111101011110110000101101000011011001001011110000011010101011010100110100001101110010100000001010011000011101000001011110111001001101010111,0110101011110110000100110100111001110111101001000001010001000011100100111101001000100100111000100100111100110001101010111101011110100000001100000011011101001011110000011010101011010100110100001101110010100000001010011000010100000001011110111001001101010111,aruco_014,aruco_020
178,88,9.0,559,380,431,128,0000010001111111010000000011110000011101011000000001100000010110110011001111011000100100100000000110000100111011011111100011010111110000010000110011110010101110100001101000111100000111101001000001000001100000001110011011000010001010110010110010110110000101,0000010001111111010000000011110001011101011000000000100010010100110011001111011000100100100000000110000110111011011111100011010111110000010000110011110010100110100001101000111100000111101001001001000001100000001110011001000010001010110010110110110110000101,aruco_014,aruco_020
302,311,9.0,98,437,307,491,0100000011101011111000010011101011111111000100000001010110110010011000011010001101001000111010010001100000101111010110000010000110110010101101010011110101100000000011100011111000100100101011010011101001101111000000011111010000101011010111101110111100010101,0100001011101011111000010011101011111101000100010001010110100010011000011010000101001010111010010001100000101111010110000010000110110010101101010011110101100000000011100011111000100100101011010011101001101111000000011100010000101011010111111110111100010101,aruco_014,aruco_020
429,366,9.0,164,510,385,468,0100000010111111110001111011101001111110011000000101110011110000011010101011111011011000110010110000110100111011011110110001010010100010101111011101000101000000000001100110101000100100100011011011001001110000000000001011000010101010010010101100111110010111,0100000010111111110001110011101001111110011000000101110011110000011110101111111011010000110010110000110100111011011110110001011010100110101111011101000101000000001001100110101000100100100011011011001001100000010000001011000010101010010010101100111110010111,aruco_014,aruco_020
433,415,9.0,204,80,79,282,0000000011111011110101111011110001111000011101000001010111011000110000001110111010011000100010010001010100101011110110101000011010100100001001011101000100100100000010101010111000000110011011001011101001011010011100001101100110101011010110100000010111100111,0000000011111011110101111011110001111000011101000001010111011000110000001110111010011000100010010001010100101011110110101000001010100100001001011101100100100000000010111010101000000100011001001011111001011010011100001101100110101011010110100000010110100111,aruco_014,aruco_020
214,80,10.0,138,474,349,475,1000000000111111110101111011110001011101011010000001111110001001110010001110111000110101001100101101000100111110100111101001011110110111100000110011010010010011001000111110011101111111010010011011111001001000001110010101000111111000010101110110000100010100,1000000000111111110101111010110001011101011010000001111010001001110010001110111000110101001000101101000100111110100111101001011110110111100000110011010010010111001001111110011101111111010010011011101001001000001110011101000110101000010101110110000100000100,aruco_014,aruco_020
507,451,10.0,466,146,224,112,1100000010111011010101011011111001111110011001000001110111011000110000101011111011011000101010111000110000111011111110111001011010100000111011011111000001100100001010111110100000100101010011000011011001101011010000001011100110101000110110100100010110000011,1100000010111011010101011011111001111110011001000001110111011000110000001010111011011000101010111001110000111011111110111001011010100010001011011111000001100100001010111110100000100101010011001011011001111001010000001011100110101000110110101100010110000011,aruco_014,aruco_020
164,126,11.0,373,74,135,156,0001000001001001011000011011100001010101011110000001011111000001111010011010001001110101000010001101000010101111000100001011000110110000100001110011110010110001001000100000110111011110011000000011111001100011001110011001010011101011010000011110110101000101,0001000001001001011000011011100001010101011110000001011111000001111000010010001001110101000010001101000000001111000000000111000110110000100001110011110011110000001000100010110111011110001000000011111001100011001110011001010011101011010000011110110101000101,aruco_014,aruco_020
235,192,11.0,490,444,452,203,0100000111111001010001110001101011110001000111000000010101100010011100001001011010100110011011101001110011011011001111100011011000100010111011011100111001100010000001100001111000100100100010000011101000100100010000111000011010100011110111111110011111000001,0100000111111001010001110001101011111001000111000000010101100010011100001001011111100110011011101001110001011011001111100011011010100010111011011100111001100010000001110001111000100100100000000011101000100100010000111000010011100011100111111010011111000001,aruco_014,aruco_020
262,187,11.0,456,399,407,211,1001000111111100010011000010111111110010001101100000011110110010001111110001011110111010110001010000110001011111000110100011111000100111011101011110110000111000000001100011011100011100101001101011000111100010010100111010100000010011110111001010101010010010,1001000111110100000011000000111111110010001101100000011110110010001111110001011110111010110001010000110011011011100110100011111001100111010101011110110000111000000001100011001100011100101001101011000111100010010100111010100000010011010111001010101110010010,aruco_014,aruco_020
274,190,11.0,312,454,396,338,0101000001110001011000110010000111100111001000000101111001010001100000101011001000100110001011000110000010110101010011101101010100100100000001101101010011100011000110111000001110001101011000101001000010010000011010011011010110011000010010000110000001010101,0101000001110001011000110010000011110111001000000101111001010000100000101011001000100110001011000110000010110101110011101101010100100100000001101001010011100010000110111000001110111101011000101001000010010000001010001011010110011000011010000110000001010101,aruco_014,aruco_020
131,25,12.0,236,259,224,325,0001000000011010011010111101100000100000000101000001010100010000110000001110110010100000110010110000011110101000010100110010010111100101011011110011101111001000001111101001101011000101011001110001100000000001010000000101110010101011010011011100110111000011,0001010000011010011000110101110000100000000101010001010100010001110000001110100010100000110010110000011110111000011100110010010111100101011011110001101111001000001111101001101011000100011001110001100000000001010000000101110000101011010011011100110111000011,aruco_014,aruco_020
