x,y,size,angle,response,octave,class_id,descriptor
691.0,32.0,31.0,299.125244140625,1.33089652081253e-05,0,-1,0010011110100010101110011111001111101100101011011011100101011011100111111011101101010001011110101001110011111111110111000010101011001111000110110111011100011101100100110111011011001010111100000101111000011110011110111111111010001100110010011000001110100001
687.0,34.0,31.0,302.61175537109375,6.3442662394663785e-06,0,-1,0010011010110000111110011101101011101101111111011011100101011011100010110101110110110101011111111001110011011100011111100010101011001111100110111101011110010101100101110110101111111010111100010101111101011100101110101111111111011111010011011101011111110111
569.0,210.0,31.0,251.28150939941406,2.0803598090424202e-05,0,-1,0101101100000000011111111110100100101110010000101111100100110001000011010101100011110110110000101001110110001111101101000110000111110110100111010011111110101101100000011001000110100111110000001101001011111001101110101000001010110111101001000110000101101001
845.0,218.0,31.0,249.2641143798828,0.0004983955877833068,0,-1,0111100101111001101011011110010100001100010011100100010110111100011000001111100010001110000010001111001100111101010100110010101110000000010001000111100101101111110010011111000011111011000011001110110111101011111001010001010001001000011110100101000001111010
1245.0,203.0,31.0,70.60901641845703,9.512188262306154e-05,0,-1,0010001110101011000101001001101111111101100011011010001011101110110011110011100110110000010010001010111010111000010111000010010011001001010010110110101001010101110101100110101001011011111101011010110100011110000111110111111011010000000011001101000110001111
811.0,173.0,31.0,293.5345458984375,7.540820661233738e-05,0,-1,1100001010111110101101011111100011101101101101001001110011111111100110111101101110111000011111011010110010111111010101000010101110001111010100111111011100010101101100110110111111100010111000110101111101011110011111101111101011010110010111001000011101111111
1197.0,231.0,31.0,214.8315887451172,5.103339390188921e-06,0,-1,1001001010111100001111101111000110111011110001011011100101100111101111100001110100000110001100011010110010011111011000100000000110100111001100111100101110010000001100101100110100110010010101111110101111010011000111101100101110000000000000001010011111111011
803.0,174.0,31.0,298.22869873046875,5.683169547410216e-06,0,-1,1011101010111100111011100111111010011011111101011001011111110111100111111101111111010100101111110010101011111100011101100011110111001101111110111111011110010001101111100100111111111010111101110111101101011111110111011111101111011111010011001111011001111111
1248.0,203.0,31.0,74.67239379882812,8.560155401937664e-05,0,-1,0010001111001011000001001001111000111100100011011110111010101110100011110001100111011000010000011110010011101000001101000100010011001001011000110011101101001111010001100010101101001010111101111010110000110110100111100011101000010000000111100011100110001100
739.0,204.0,31.0,26.8382511138916,0.00011925517173949629,0,-1,0111110010111001101111001111011010101100010011010101000111011000101000111011110010111100000010011111011111110111010010100001001011000001110101111110110101010000000010100110001111101010001100011101101111011101011101010011110111110000011010100100011001101011
975.0,259.0,31.0,34.93865203857422,0.0007136718486435711,0,-1,0000000110011101010110101101111000010110100001110110011011110111010101000000000101001010010001100011000111110010001000000110000001011110001010100001101011001000110101111000100000010100111111110011100010101110100010100100000000111100000010101111100000001101
