x,y,size,angle,response,octave,class_id,descriptor
248.0,340.0,35.0,193.7840576171875,130.0,0,-1,0101110000011110000011011101111101110111010010101111000111100010011100001110111010011101000001011011000110010011001101110101001100111010101110101100110001000001111011111010111100010000100010111111101010011100101001111100110001101110010001001101001000111101
243.0,328.0,35.0,282.76617431640625,127.0,0,-1,0000110011111000100111010000010011110110111001011111110100111000100010101100011011010000010001111010011110100000100001000100001100001011111100010100001111111001010110001110011101001111111001001000111001001101001010110101101011000000001011001111101111001010
245.0,334.0,35.0,244.5577392578125,125.0,0,-1,1011100100100010101010101001001000001001011000001011000111001000100100101011110001010010011010011101100110111000110111110001000000011101000001100110110110001100111111100111011110001110000110010111110111111101010111110001010111011010100110000010101101001101
242.0,339.0,35.0,340.9494323730469,119.0,0,-1,1101110100100001101110000100110010001110010000100101010111011100100011110001000000010010010001001010101101100000000011010101010100010111000001110111011110001101011100011101101111000110111101111000111100100101000001100011101011010000001010011010010101001011
240.0,333.0,35.0,334.375,113.0,0,-1,1101111100011001011110010100011011011110010100100110010101111101101011111001000000100110110000101010101101100001100011011110011101110110101100111111011111001101001001011101100011010110111101111000011111000011000011100101101010010000011010110110010101100011
237.0,345.0,35.0,333.4956359863281,113.0,0,-1,1101100110111100001010001001010000011010001111101111000111000011101000001010110010001110010000101011101110111000000011001100000000011110101000101111011111101000011101100011010011110011010110010111101111111000110111110100111001010010011011010010011000110101
354.0,268.0,35.0,162.1226043701172,109.0,0,-1,1011111110100100001101000001011101111011111110100011000101111111001110001110110111001111011011011101000111101101110101001101101010011110111101110010010010000001010111011100110001000000011001101101101111010100001010100001001111111101110101010110010001110011
247.20001220703125,340.8000183105469,42.0,213.8814697265625,149.0,1,-1,0011100100111100101010001101010101111011011000011111000111100010011100001111111001011101001001110111010110111011010101110001000110111000001110100110010101000000100011101011011000110000100010110111100011011100101100110100010011111010010011000101111000111101
243.60000610351562,334.8000183105469,42.0,221.28207397460938,132.0,1,-1,1001110110110100101010001101001001001001011000001111000101101010001101000011101100010001001011111001000100111011110101110100000100110101100110101110010001101100011001101011011001010000010000010111100001111100010100100101110111111000010110000001011100101111
240.00001525878906,332.4000244140625,42.0,334.6507568359375,121.0,1,-1,0101111100111001011111010100010011101010010001100101010100101101011011111101001000100110000001001010001100100001101001010101011100110110101110110111001111001101001001011101100011000111111001111000001110010011001000100110110011000000011111110111011101100011
237.60000610351562,344.4000244140625,42.0,314.43084716796875,114.0,1,-1,0101110110111100001010011100011011111110011111101111000111100001001000001000111010011001010001101010001110100011100111001100001100010010101100101111001111001101000001101111000101100111110110110111101011011100000110111100111011010000011011010110011100111101
242.40000915527344,338.4000244140625,42.0,258.41357421875,110.0,1,-1,1101110110111100001010001000010011011011111000001111100100001000001100001001110110010100001000010001000110110000100011000100100000010101011100110011001111111100101101001011011001001111010101011101111101110101110010100101111011110010011111000010001101111111
242.40000915527344,327.6000061035156,42.0,272.5832214355469,108.0,1,-1,1001110110111000110111000000010011010101111000011101110100001000100100100100010111110000010001111010010110100000100011000101001100000111110000000000001110111001000101100110011001101111110001101001110001100101001010110001110011100010011111001010101111101011
247.6800079345703,339.84002685546875,50.400001525878906,217.2953643798828,129.0,2,-1,1011100110101100101010001001010101111011011010011111000110100010001100001111111001011101011000110101010111111011110101110101000110011000011110110100010101010000100011101110010001011000100010110111000001011101001110110100010011111110010111000011000000111101
241.92001342773438,328.32000732421875,50.400001525878906,350.93572998046875,118.0,2,-1,0101100100101111010111010110010111101010110010100101111000100100011010011100011100100101000101010000001011000001001001110111011110110110001110010011101011101101001111011001100001000111101001111001000000000011101100000001010000100000011111100111011101111111
384.4800109863281,266.4000244140625,50.400001525878906,135.5159912109375,112.0,2,-1,1111110110100110110110000001001011100010011000101101010111110000011101001001111001011000001111010000000100100111100001010001000110010101010111101010101111001000111011101111011100010111100000100111100100111101000100010001000111101010110111000001101001001111
288.0,76.31999969482422,50.400001525878906,7.4417924880981445,109.0,2,-1,0100001111000000110000011101010000100110100001111111001111110011101011111100010001011000010111100010111101100010110101001110001100101111101101000101001101000001001111101111011101001100101001111000100011000101001010110001001010001001010011001110101011000011
231.8400115966797,331.20001220703125,50.400001525878906,357.52581787109375,106.0,2,-1,0100111100011110000101001001010011101110010101101110010110110001101101111101101000111101011000011010000111100001110101001101001100101010101100111100010101001000011000101111111100010100110000110010011011011101001110110100001011000000011000001101101000000011
288.5760192871094,76.0320053100586,60.48000717163086,2.856898784637451,106.0,3,-1,0111101101000000110001100101011000100010010001111111011011110011100011111100011001111000000011000010111101100110010110001110001111101111001101100101011100001001001011101111011101011000100001111000101010000101001010010001000010001000010011011110101011000010
240.1920166015625,328.3200378417969,60.48000717163086,357.22418212890625,97.0,3,-1,0101110100101111010111010100010111101010011010101101110010100100011000011111011100101101000101000010001010000011011001110111011110110010001110110001001011101101001101111001110101000011100000111000100000001111111100110001010011110000011001101111011000111111
374.9760437011719,183.1680145263672,60.48000717163086,352.760498046875,96.0,3,-1,0001110100101100101011010101010111110010011000001101010011101010001001111101110001011101001101010010100101101000100001010101101110111111001100100101000101000000011111101111011101000000100001111111100000010101001010110100110011010010010111001110001001101111
355.9680480957031,266.1120300292969,60.48000717163086,321.13470458984375,94.0,3,-1,1111100100111110011010101011011000001011010100010011010111101010101100010011110001000111011010010111010110001110010011010001000001010111001011101100110001011000010001000010110011111100100110000111101110001100000001100100110111011010110001000001011100111100
356.65924072265625,265.42083740234375,72.57601165771484,291.19342041015625,102.0,4,-1,0011100110111110001110110100111000111111110000011110101111101011111000010000011000000101010001010010000110101110111001111101001110110010011101110000011001011101011001111011100011010110010010000000111010111001101111011110111011011000111000101101011100010101
360.80645751953125,257.1264343261719,72.57601165771484,117.78352355957031,98.0,4,-1,1100111000111011000011011001010001101010001111100100110010000110110110111111001100101110000000000110100111000001110001110101110010111110001111110001010001101101001100011001000001010000000001011100110101001011111110100100111000110010001110001111101000001111
350.4384460449219,255.05284118652344,72.57601165771484,111.48384094238281,97.0,4,-1,0001101110111111011010000100000000101010001111100100010101100111100010111011100000101100000100001101100110011000111101110011010111010001101110111111111101101101001101111001000011000010011011010000010101101011110110000100111110110000001110000011101001001111
370.759765625,228.9254913330078,87.09121704101562,272.94091796875,94.0,5,-1,1011100110011001001010101101011000011111110100010010000101010111100111001000100001001111011000100101110001111101110111101100110001101110011000111111110100110010100000010000100000101010111110001111001111110010000110111100001110011110111100010100100000000001
355.829833984375,263.7619934082031,87.09121704101562,249.763671875,92.0,5,-1,0100111111111000000111010000010111100010001011101110000110000100110000101100001010111000110101000010001110000000100100101101111010010110001100001111001111100111011100101011001111000111010000111100101011000100011010111100001001100001011000011001011010010011
286.1568603515625,77.137939453125,87.09121704101562,352.4529113769531,90.0,5,-1,1111101000000010111111101101010011011110010100110101010110111101110101111110011010000011001010000110001100100101001111011111011110101111000101101101011110001100011011011111101110010100110000101000011110111001001011000011100011001000000010011100100001000010
370.2621154785156,229.92083740234375,104.50946807861328,306.874755859375,95.0,6,-1,0110111101011001011000111101010011011110100101010110110101110111001010001001100011101110111010000101110111101100110111001110010111011100010001000101010100011110011100010101110110101000010111110010101101110010010111100110101011001010100000011001001010100000
280.68255615234375,232.9068145751953,104.50946807861328,55.97343826293945,89.0,6,-1,0111100110101001111111011100010111111110100101100110000100111111100011101100001110100110110100100100100101100000100001001111011111011011000001110011011110100110001100001001100001000010111001111100011101100011001010101001001010000010001011010010001001000111
279.4881896972656,232.9068145751953,125.41136169433594,57.118263244628906,94.0,7,-1,0111100110101001011111010100010011111110101101100010100100011111100011101100001010100100010110100100101101100100100001101111011010010111000101010011011111101110001100011101100001000010111001111100011101100011001010100001001010001001101011011011011001000011
