x,y,size,angle,response,octave,class_id,descriptor
547.0,55.0,31.0,46.041080474853516,4.4346292270347476e-05,0,-1,1011110101011110011011111111110000110110100000100100101101110000110101010100100011010110111001100111001111001101101100010110000101101110101000000001111111101110111010011010011100100100101111111111001011101001101000101000100000111101101010010111000001110001
250.0,419.0,31.0,126.77352905273438,4.971455837221583e-06,0,-1,1100110100010010111111101110010100100100011111100111101100010000001010011110111001110111001001001101111100111111100100110111101010110110011101011111110101101110100000011111010010110001110010001100011111111011011000111000010111101010111000110110110101110011
751.0,395.0,31.0,269.18438720703125,3.08666676573921e-05,0,-1,1111001000110000001101001111100001001101110111011101100001000011100010110011000110100000000110010010111010011111010101000011101110001100101100011101101100010101100110100110111111010010110100011001001111011000010110000111101101010011000011000100001101011110
227.0,395.0,31.0,295.7290954589844,0.0010781378950923681,0,-1,0111110101110111011010010110010100011001000011110100011110111000011100011110110010101110010011001101001101000101010110110011000000011100110011000110110001101110110010011111001011111001000011101111111111101101001001010011010001101011101100110101011001110010
33.0,395.0,31.0,233.35968017578125,6.452688012359431e-06,0,-1,0011011111110011011100111100001001110110000000111110101101011000010011011110100001111001111001100101100111011111101111000010010001111110100110010001011111111110110000111011001000101100110111000111010000001100101000111100010001101101101010110111001011110001
543.0,32.0,31.0,83.3871078491211,6.841350568720372e-06,0,-1,0000111101001100111011001101011111110110001101101111111110110110000110011110001001010110101100111111110101111100100111110010110100110111011001110001011111001111101100001101100000101101111011100110111001011111111111111000000010001111111111111101000111111101
677.0,32.0,31.0,241.93533325195312,1.9326114852447063e-05,0,-1,0011110010000100001110101110101011011101111101110101001001101010110101010000010111101101000000100100001111111001001010001100000011111000101110001000001110100000000110001010001100011000100111111101101111101111100000100100100111110011000010110111110010000010
221.0,410.0,31.0,111.16758728027344,1.8415434169583023e-05,0,-1,1110101110111010111110101111100001101101110111011111100101010000101011110101110110110100001111011010111010011111111101101011111111101111001110011101111110010101100001110110111110110010110100010101111111011001011110101111101111010110100011010100111111011111
712.0,32.0,31.0,345.212158203125,5.156887709745206e-05,0,-1,1101100011011011001011111010111000101010110000100101111110110100101001000000110011000110101000111111011101000111001000010100001101100110111101010111110111101011011010001000100100101001001011011111000111100001111011101001000000110000101100100010010101111011
740.0,32.0,31.0,63.86907196044922,5.986204541841289e-06,0,-1,0000111100010101111001011101010111100110011001101011110110010111001101001111101101010110111101101101100000111111110110000110111101100111010101110011001110011001101100011101100000110101111000000100111000101111111111101100010010001111111101011011010111110001
659.0,411.0,31.0,90.31684112548828,0.0002947798930108547,0,-1,0100100110100101100110000011000110001000010110010110010110001111011111100111000101101110000110001001011110100000110010100011000000010001000011100110100000011000000101110111100011100111000100011010110011000111001101010110110111101000010100001100101100001100
672.0,411.0,31.0,117.29248046875,4.700504177890252e-06,0,-1,1110011101000011011000010100010101100100000110101110111000101000011010011010000001110010111010001100101100101000100101011011011100111010110001000110010011101111110001001111000011100101110010000010011001111000111000011000010101100111101001100101101010000100
796.0,32.0,31.0,79.80460357666016,5.3908679547021165e-06,0,-1,0000111010011101111011011111001111110011011100101011111110110111000100010101111101011110101100111111110100111111100110110110110100110111010111111011010110010011101100101101100000101101111011110110111111010111111111101100010110100111111101011010010111111011
240.0,393.0,31.0,231.07115173339844,9.633556328481063e-05,0,-1,0100011110100111100011011001010110101100001010101110110010101111011111111111101010011010111001001100011101101010110111000110001111110111111001110111110000101101111101011110000111100111110010001010110010111010011011111001010010001100111100001101000100110101
48.0,394.0,31.0,249.39968872070312,1.070381586032454e-05,0,-1,0011111100000011011010111110111100110110000101101110101101110000000001010100110011011111110001100101100101001101101110110110010001111110101001001001011111101111100010001011000100101101100011001111001011101101101000111000010000110111101011110111010011110001
225.0,413.0,31.0,111.67668151855469,2.0938638044754043e-05,0,-1,1010101010111000011111111111100101101101111111011111100101010011100111110111110111110101001111111010111110011111011101101110110011101111101110111111111100010101101101110111111111110010110100011101111111011011101110101111101111010110100011000101110111111111
284.0,416.0,31.0,7.220099449157715,0.0001593439228599891,0,-1,0100000001001010110110111111111001101000110010000011010100010110101010001001011000100100101000011011011110000111010000010101101000000110111101011110110111000010010000000100110110000010011000011100000110110001011101100000100101000000101100000010011100101011
718.0,392.0,31.0,301.51007080078125,0.0001418444880982861,0,-1,1100100110011010100111111111100010101001101011010111100100010111111011110001101110110010010111001011111010111011010000000111101110100111001000110111110000011100101100110110110110000010110100011101101111111011011100101101101010011010110000001100001100101011
747.0,393.0,31.0,273.36883544921875,5.257759403320961e-05,0,-1,1010001010101000100111001111100001101101100011011011100001001011100011110011001110110000000110101010110010001010011101000000101111001111001000010101101100010001000100100110111111010010110100010001110100011000110110100111100010010000000010000110001110001000
50.0,391.0,31.0,258.55206298828125,1.2588816389325075e-05,0,-1,0011110100110111011110101010101000110110110110111111101101110000010001010100110011111111111011110101101111011001101110110010000001111110101010011001011111101011100011001011001100101100110111001111001011011101101000111000000101111111101011110111100011010011
86.0,342.0,31.0,92.8407211303711,1.253215395990992e-05,0,-1,1100111111111110111101111101111111111101111111111111111111111111111111111111111111111111011111101111110011111111101111111010010111111111111111111111111110101110111101010111011111111011111111110111111111111111111101111010101111011111111111111110110111111101
294.0,342.0,31.0,83.70804595947266,0.00010872793063754216,0,-1,1111010011001101110000011000111011011110001000111100011011101000100110101010001010101001010010100110001001100000001011010001001001111001110001100100101011100011011010000110001111001101011111101011100010000110100011010011110011110001011110111111001000000000
663.0,411.0,31.0,111.02506256103516,5.025462814955972e-05,0,-1,0110010101001111000110100010110000110100100111110100011110111010011001011110110011101110000011001101001101100000100100110111000010010000011001000100110001101100111011011010000001100101000011101110000010111111001001010001010001011000101110100101101001000100
89.0,343.0,31.0,93.11454772949219,1.882516335172113e-05,0,-1,1010111111111101111011001111111111111101011111111111111111111110110111111111111111111111101111111111101111111101110111111110011011111111111111111111111110101111101111111111011011111111111110111111111111111111111001111010111111011111111111111101110011111111
666.0,413.0,31.0,132.19212341308594,4.453269866644405e-05,0,-1,1110110101100000100010000010010101000101000111110110011100111000011100011110111001100110010011010101001101000000000100110011001110011000110011000110000001101110110011001111011011110101000010100111011000101011111001010000010001101011101111110101101011000100
759.0,389.0,31.0,209.18148803710938,0.00015847659960854799,0,-1,0100010001000001011110000110010100110100010011100110111100111000011001001010110001111111000000001101001100010111100110010111000000011010110101000110110001101010110010001011000001110001000011001110010110101101001000010001010001100000101110110100011000100001
670.0,410.0,31.0,121.91463470458984,1.2995556971873157e-05,0,-1,1100000101000011010001000100010101100100000111100110110100111000011010011010100001110010010001001100101100100001100101011111011100110110010001000010110001101110110000001011000011000101110011000010011010111000011000111000010001001110101000000100001100000101
281.0,414.0,31.0,37.47940444946289,1.726440677884966e-05,0,-1,0111011000110001110110101110001011011010101010000001100001000001101000111011010110100001100111110000111111001011010000110001101010100011101111011100000110010000000110100100101110011010000000001101101111000001000001010111110110101001000000111010111010010010
115.0,409.0,31.0,106.61383056640625,4.005915798188653e-06,0,-1,1000101010010000001111001101110001101111110101011011100101010110100011110101111100010100001111111010110010011111001101101110111111101110001110111001111100000101100001110000111110110010110100010101011101011001110110101011101100010110000011000000110111111111
85.0,354.0,31.0,89.3723373413086,3.820684923994122e-06,0,-1,1000011110111101111101111101111111111100001111111111111011111110101111111111101111111000011101011101110011111110110111010111111111111111110111110111111111110111101101110111011111111011111110101011111111111110011011111110111011011100111111111110001111110111
454.0,36.0,31.0,301.4704895019531,2.6428295313962735e-05,0,-1,1010001011110001011010011010100101101100110010011010010111101100100011100111000000010000111010111011010010001100011111000000000110001010000110110001001101000001010000110011101000010110011101010111010100000000001110000011110001010101000110001101011111111010
457.0,36.0,31.0,322.2742919921875,0.00015938565775286406,0,-1,0000000011101010001110010011001101110110100011011011101111011110011111100111110101110000010011011011010110001100010100100000000010100111000010110000001101010101100000100011110000101010011101110100110100001101001111101110000001010101000000000000011111001011
465.0,341.0,31.0,270.0903625488281,1.7915124772116542e-05,0,-1,0000000000101001000001101000100101001100100010011010000001000001101011101011000011000010010000101000010010000010010100000100000001101000101011000110101010011001010000101011101011000111010100000001010000100000100010110110000000000101000010000111000110001000
484.0,38.0,31.0,238.96595764160156,5.0811988330679014e-05,0,-1,0010011101001001010100011010100001111010100011110100101011100000100011011100000001101000100011110100111111001110001001111001010001011110111010010001001001110110000001010010001001010110100111000010110011111100000000010101111001111101101111110000000011010100
492.0,38.0,31.0,265.2613220214844,3.274805567343719e-05,0,-1,0010100101010010101110101000111001110011110101001011000101110101001000000100110011110100101001010011110010010110101000101111010011111110101110001001111100000100110000011000101101100100110010010111011001100101001110101000101100000010100111100010010111111001
