Query Index,Train Index,Distance,Query X,Query Y,Train X,Train Y
1724,911,51.0,1000,742,403,261
1875,939,51.0,964,749,384,266
1885,1277,51.0,1027,782,418,280
1996,926,51.0,695,853,243,334
2015,1440,51.0,899,401,359,87
451,307,52.0,720,381,353,171
643,1296,52.0,174,818,320,223
925,1419,52.0,729,600,406,151
1313,56,52.0,753,556,275,188
1358,196,52.0,183,791,432,217
1398,74,52.0,1010,709,410,245
1433,954,52.0,659,834,253,76
1455,488,52.0,989,773,396,277
1547,648,52.0,883,384,348,78
1576,749,52.0,838,763,331,265
1584,476,52.0,798,759,296,283
1777,509,52.0,692,841,244,335
1784,966,52.0,965,615,390,199
1886,838,52.0,821,761,308,284
1943,1726,52.0,385,591,236,256
1951,1873,52.0,760,430,245,278
1976,434,52.0,620,924,347,52
294,150,53.0,174,807,427,142
318,570,53.0,773,459,372,229
324,1362,53.0,607,660,356,228
743,1171,53.0,409,853,422,95
768,1807,53.0,412,401,299,185
789,1499,53.0,754,437,265,212
857,1568,53.0,680,881,265,110
884,204,53.0,187,873,242,339
926,113,53.0,382,596,238,269
947,1136,53.0,183,737,425,143
1021,968,53.0,609,376,337,197
1226,1204,53.0,608,377,337,197
1347,907,53.0,807,670,387,261
1445,400,53.0,931,701,238,240
1480,909,53.0,1055,807,433,291
1586,324,53.0,742,699,270,259
1597,289,53.0,601,313,234,260
1866,1233,53.0,699,439,247,130
1879,852,53.0,481,493,324,243
596,827,54.0,600,382,287,108
635,934,54.0,685,650,230,212
808,1520,54.0,678,652,433,249
883,1616,54.0,789,596,274,284
1126,395,54.0,677,652,211,56
1151,989,54.0,1052,717,433,243
1337,701,54.0,244,600,308,209
1338,36,54.0,966,743,385,265
1360,89,54.0,204,746,259,350
1448,111,54.0,869,767,333,284
1467,743,54.0,189,856,430,259
1469,969,54.0,778,408,289,105
1792,984,54.0,876,366,346,69
1837,1213,54.0,938,582,375,183
1905,1832,54.0,382,585,236,257
1953,1498,54.0,1061,810,350,193
178,817,55.0,696,844,338,193
447,1146,55.0,396,404,337,211
529,1037,55.0,613,678,328,240
557,350,55.0,695,844,422,282
562,823,55.0,715,888,369,200
577,1732,55.0,234,476,296,187
727,834,55.0,773,460,372,229
1020,453,55.0,1056,878,401,252
1078,1040,55.0,671,667,330,228
1082,1308,55.0,580,494,316,233
1203,123,55.0,785,484,293,147
1306,1285,55.0,612,824,242,316
1346,170,55.0,812,372,309,81
1714,502,55.0,849,761,322,282
1864,1967,55.0,693,809,229,233
1939,321,55.0,194,735,403,215
122,1058,56.0,410,853,423,86
227,1878,56.0,850,642,385,281
233,686,56.0,671,667,353,172
440,706,56.0,444,646,257,298
597,826,56.0,706,874,429,183
624,127,56.0,629,920,405,196
810,12,56.0,608,368,337,32
838,1892,56.0,667,844,233,206
1009,1528,56.0,841,570,156,218
1068,1133,56.0,605,792,340,206
1079,807,56.0,1028,785,329,74
1097,1705,56.0,444,393,328,127
1150,1874,56.0,790,596,287,278
1243,1196,56.0,831,261,363,100
1341,31,56.0,771,411,286,108
1382,242,56.0,876,366,346,69
1590,1492,56.0,610,377,338,197
1599,1377,56.0,686,688,307,228
1665,867,56.0,1028,781,418,281
1721,531,56.0,918,742,359,268
1800,777,56.0,709,585,253,203
1831,861,56.0,929,699,366,246
129,1214,57.0,425,852,427,183
200,1055,57.0,604,257,246,327
356,1632,57.0,268,464,411,162
460,1340,57.0,473,506,282,105
600,93,57.0,305,594,249,285
601,1573,57.0,628,924,230,305
606,1782,57.0,678,246,317,269
745,1540,57.0,191,761,361,226
882,1477,57.0,897,596,363,100
918,1385,57.0,832,261,371,228
1034,1429,57.0,881,384,257,259
1069,329,57.0,696,811,252,215
1109,2028,57.0,779,595,362,258
1201,151,57.0,902,498,357,142
1206,126,57.0,760,470,338,196
1284,247,57.0,693,838,243,328
1314,49,57.0,695,900,245,352
1331,1900,57.0,795,404,254,105
1335,710,57.0,435,662,439,295
1366,309,57.0,783,689,427,252
1515,81,57.0,869,583,337,190
1516,1257,57.0,477,516,237,244
1719,1546,57.0,1058,806,290,228
1733,683,57.0,831,649,316,229
1863,1844,57.0,714,881,281,134
1901,771,57.0,394,502,305,142
1922,945,57.0,1015,758,412,269
1947,141,57.0,1000,537,422,272
10,1574,58.0,311,600,413,131
57,406,58.0,1005,681,419,99
217,1404,58.0,945,709,305,75
427,159,58.0,581,486,228,347
588,1493,58.0,713,730,373,274
771,1080,58.0,672,688,425,284
1505,534,58.0,1006,535,415,151
1512,1733,58.0,479,498,321,187
1585,798,58.0,678,896,254,270
1645,1580,58.0,1003,535,404,224
1706,1273,58.0,804,669,313,142
1791,1720,58.0,719,396,361,256
1801,1681,58.0,929,472,182,119
1899,1819,58.0,693,896,257,218
1925,1255,58.0,394,582,251,264
6,997,59.0,600,329,253,112
49,1537,59.0,557,822,353,226
59,357,59.0,1012,608,251,283
321,1763,59.0,812,612,371,137
330,319,59.0,392,597,395,206
438,1056,59.0,702,456,331,223
509,1025,59.0,886,599,276,112
518,1395,59.0,782,664,435,261
609,1315,59.0,1007,533,408,162
682,870,59.0,596,922,410,249
750,268,59.0,600,352,351,254
780,94,59.0,468,850,452,307
820,1989,59.0,696,299,254,219
1261,1817,59.0,1009,708,245,119
1513,486,59.0,946,746,373,269
1660,1708,59.0,883,595,423,127
1667,1896,59.0,192,876,293,164
1790,270,59.0,722,383,259,98
27,1489,60.0,791,596,402,274
150,1691,60.0,716,900,321,266
185,783,60.0,228,426,336,191
192,46,60.0,354,444,245,38
489,874,60.0,377,612,289,251
516,1411,60.0,908,744,340,205
760,625,60.0,854,622,328,211
784,1494,60.0,414,396,305,197
938,1745,60.0,711,729,411,234
1004,66,60.0,569,351,426,126
1112,258,60.0,730,580,303,74
1145,1589,60.0,924,596,266,212
1245,1408,60.0,389,589,286,77
1255,1858,60.0,392,619,251,161
1292,1321,60.0,226,610,287,67
1303,130,60.0,838,762,316,283
1371,1642,60.0,499,511,294,162
1410,1150,60.0,232,475,430,211
1556,637,60.0,877,367,346,70
1627,821,60.0,821,682,360,226
1633,339,60.0,602,244,329,75
1682,1333,60.0,908,473,330,206
1729,1317,60.0,1020,652,410,249
1818,1603,60.0,681,693,154,216
1949,1225,60.0,767,459,283,135
15,1403,61.0,713,730,425,284
36,392,61.0,1008,539,316,189
67,493,61.0,601,388,324,244
86,1630,61.0,877,528,371,229
313,1383,61.0,855,622,338,228
419,575,61.0,481,897,408,190
672,394,61.0,755,757,250,201
772,872,61.0,397,854,243,158
797,795,61.0,270,426,412,90
814,168,61.0,1030,786,422,345
816,1921,61.0,53,83,265,265
904,1775,61.0,1021,768,260,99
1129,955,61.0,819,750,288,76
1131,491,61.0,811,611,390,199
1154,1266,61.0,600,313,437,292
1175,136,61.0,608,214,345,225
1220,1005,61.0,608,389,354,236
1288,354,61.0,1001,499,412,254
1558,1729,61.0,340,591,321,209
1600,178,61.0,848,763,322,282
1992,820,61.0,595,932,415,189
12,1212,62.0,683,585,309,245
22,1849,62.0,394,610,209,248
128,121,62.0,439,852,421,147
476,1762,62.0,361,719,416,122
517,1646,62.0,690,866,279,231
587,1916,62.0,370,595,201,111
699,361,62.0,197,775,403,253
725,305,62.0,660,277,263,267
825,420,62.0,218,606,248,283
1111,1431,62.0,403,402,342,241
1138,1356,62.0,328,438,342,242
1193,1857,62.0,658,831,290,149
1355,1830,62.0,696,299,272,125
1379,1877,62.0,608,351,302,281
1495,1932,62.0,539,494,322,251
1504,677,62.0,392,620,424,181
1506,1238,62.0,1012,605,314,256
1687,1020,62.0,174,804,423,255
1727,1097,62.0,657,819,327,210
1764,910,62.0,809,749,302,279
1850,845,62.0,185,857,353,171
1986,1439,62.0,179,874,323,243
2032,1703,62.0,964,613,386,197
2062,1259,62.0,946,749,375,264
45,1534,63.0,214,473,334,222
105,1725,63.0,680,579,348,256
177,1565,63.0,444,851,253,112
211,1386,63.0,685,651,357,290
245,1297,63.0,196,777,325,211
345,1998,63.0,543,491,330,176
433,1710,63.0,901,389,276,197
620,1961,63.0,685,851,179,236
657,466,63.0,944,708,404,260
719,1764,63.0,608,832,299,271
846,1149,63.0,917,505,401,251
980,1722,63.0,226,477,306,134
1102,1123,63.0,683,893,390,291
1263,1774,63.0,612,653,415,269
1315,1436,63.0,612,729,321,135
1365,214,63.0,883,766,340,281
1489,1940,63.0,906,717,272,125
1514,21,63.0,686,595,241,214
1773,884,63.0,346,719,423,151
1890,2019,63.0,812,370,322,197
1920,865,63.0,729,746,262,282
1982,197,63.0,480,591,358,79
2008,1012,63.0,609,215,397,259
53,702,64.0,898,597,272,102
104,427,64.0,1023,791,419,343
281,858,64.0,782,664,347,243
342,976,64.0,808,484,328,220
344,1707,64.0,567,490,236,246
360,1617,64.0,218,451,343,224
362,1014,64.0,87,126,389,281
858,1597,64.0,796,513,296,249
897,1183,64.0,854,621,420,214
987,154,64.0,605,768,363,119
1007,1939,64.0,210,498,215,251
1012,1635,64.0,346,590,261,100
1029,1938,64.0,596,223,276,251
1473,1563,64.0,695,809,390,191
1557,1697,64.0,612,655,328,264
1628,718,64.0,475,595,403,253
1677,1639,64.0,212,498,363,100
1798,1851,64.0,654,901,337,161
1865,1981,64.0,988,534,337,161
1873,365,64.0,493,567,426,213
1898,790,64.0,681,896,422,244
26,538,65.0,600,382,286,108
188,1713,65.0,111,119,418,259
202,412,65.0,521,895,423,88
249,1814,65.0,218,441,355,263
411,1357,65.0,830,646,389,190
449,1594,65.0,492,898,421,214
678,221,65.0,367,408,420,129
705,1598,65.0,542,491,408,177
767,132,65.0,598,223,243,313
886,681,65.0,704,873,242,160
931,1567,65.0,750,701,276,197
950,1560,65.0,186,863,408,187
1014,364,65.0,840,487,423,180
1052,396,65.0,680,615,234,347
1093,1613,65.0,537,495,326,221
1384,915,65.0,332,529,435,262
1386,62,65.0,864,769,330,285
1807,522,65.0,917,741,252,276
1867,785,65.0,391,606,427,252
1881,924,65.0,723,385,259,99
1994,1359,65.0,176,864,399,276
2036,1579,65.0,606,924,288,66
2045,1156,65.0,896,555,353,173
50,371,66.0,665,822,329,262
109,1518,66.0,696,811,427,178
134,1971,66.0,419,400,276,150
159,1670,66.0,700,900,353,271
181,601,66.0,295,602,275,188
274,1926,66.0,303,418,376,115
396,1599,66.0,337,888,356,291
466,1571,66.0,1022,791,344,89
576,1246,66.0,226,476,314,244
689,1452,66.0,694,616,350,255
696,1742,66.0,451,392,455,301
741,408,66.0,779,653,441,332
1028,1954,66.0,615,883,322,140
1152,272,66.0,377,612,424,255
1207,1130,66.0,707,895,289,268
1374,736,66.0,328,437,365,260
1400,505,66.0,819,753,306,280
1401,1909,66.0,834,664,311,284
1638,1996,66.0,627,926,269,211
1653,1112,66.0,184,791,264,202
1707,856,66.0,836,761,312,282
1815,914,66.0,985,770,399,278
1820,461,66.0,200,749,422,151
1990,1784,66.0,774,358,302,102
19,1714,67.0,670,582,341,147
207,1790,67.0,54,83,260,269
238,2013,67.0,563,511,301,204
333,744,67.0,962,761,348,259
349,889,67.0,509,831,360,256
540,562,67.0,480,577,403,263
592,1096,67.0,479,583,410,279
722,1739,67.0,666,595,351,192
751,1746,67.0,613,694,159,174
786,1959,67.0,679,580,412,143
806,585,67.0,385,439,314,257
1090,1547,67.0,261,478,346,263
1157,803,67.0,686,584,421,272
1272,1414,67.0,377,620,357,79
1498,83,67.0,952,746,377,267
1553,358,67.0,388,591,234,211
1587,304,67.0,259,417,337,89
1604,830,67.0,612,730,238,261
1639,68,67.0,662,881,250,351
1766,173,67.0,1050,714,237,345
1933,1715,67.0,803,361,289,246
2022,1912,67.0,724,387,331,146
246,1834,68.0,360,511,281,251
250,988,68.0,271,604,357,143
300,1207,68.0,686,662,320,102
452,1049,68.0,234,476,354,243
503,1338,68.0,698,894,432,327
604,2024,68.0,412,451,434,269
661,1716,68.0,683,893,309,246
731,1953,68.0,563,511,287,244
999,1643,68.0,684,661,289,279
1209,129,68.0,999,783,402,283
1231,160,68.0,492,594,410,239
1415,1893,68.0,941,734,314,260
1438,1836,68.0,193,875,403,245
1454,495,68.0,983,773,392,278
1569,234,68.0,1002,742,339,227
1812,1373,68.0,1000,741,397,259
1825,1418,68.0,1048,714,330,207
1877,1812,68.0,606,388,427,179
38,1240,69.0,294,456,361,256
197,996,69.0,185,864,266,109
254,472,69.0,432,645,432,212
439,1182,69.0,744,589,259,98
450,640,69.0,681,248,331,236
481,1116,69.0,600,330,255,232
650,1351,69.0,692,836,266,109
651,167,69.0,352,589,247,202
792,972,69.0,682,816,317,105
841,1569,69.0,408,662,321,187
852,1313,69.0,909,743,337,187
901,342,69.0,239,472,396,173
927,310,69.0,868,582,272,102
994,166,69.0,390,596,302,274
1216,90,69.0,689,893,240,350
1322,232,69.0,226,475,350,280
1324,2002,69.0,605,767,426,179
1690,1901,69.0,607,214,320,200
1893,1434,69.0,1009,603,361,257
1946,1189,69.0,176,803,323,280
1973,54,69.0,810,369,310,246
630,1773,70.0,695,900,340,272
1427,1615,70.0,705,873,309,284
1672,543,70.0,314,530,358,125
1858,248,70.0,699,302,319,212
130,663,71.0,683,675,354,236
162,928,71.0,695,900,359,278
488,1161,71.0,437,892,403,275
738,326,71.0,598,228,285,265
944,1660,71.0,858,765,336,239
1107,1220,71.0,851,641,339,226
1265,613,71.0,180,881,406,205
1327,1695,71.0,261,479,356,264
1397,251,71.0,883,765,411,229
1510,1919,71.0,357,589,315,265
1750,944,71.0,943,746,373,269
2006,1346,71.0,659,838,228,327
164,779,72.0,691,900,328,266
310,535,72.0,886,598,428,178
331,228,72.0,801,761,366,280
347,636,72.0,197,762,425,185
490,441,72.0,476,564,269,97
626,899,72.0,690,899,338,279
968,169,72.0,690,865,306,274
100,1360,73.0,256,434,347,133
428,240,73.0,610,376,342,279
921,458,73.0,683,899,332,284
1698,2033,73.0,868,769,229,269
1988,1519,73.0,1014,760,411,267
94,348,74.0,869,766,325,190
417,105,74.0,84,117,347,243
948,84,74.0,698,858,400,279
1388,1865,74.0,223,467,340,230
1838,1979,74.0,182,878,398,158
429,959,75.0,825,614,357,275
704,1124,75.0,396,403,328,276
774,243,75.0,295,601,240,333
1616,1822,75.0,247,464,325,221
644,1828,76.0,698,590,334,221
1104,236,76.0,912,765,407,216
1219,987,76.0,676,893,331,265
1579,473,77.0,910,763,312,283
2054,137,77.0,197,788,330,271
243,14,79.0,713,828,330,229
297,946,79.0,504,522,331,271
1571,490,80.0,829,761,354,278
