Query Index,Train Index,Distance,Query X,Query Y,Train X,Train Y
871,519,53.0,433,249,571,319
964,1959,53.0,308,213,872,672
1031,558,53.0,406,163,494,919
1496,1259,53.0,292,197,1006,734
1533,508,53.0,388,220,560,312
1655,1631,53.0,371,199,881,919
1691,387,53.0,321,266,474,782
1724,1823,53.0,348,134,697,510
1732,1328,53.0,296,187,874,904
1815,427,53.0,328,263,1036,957
1856,406,53.0,236,245,889,950
1864,197,53.0,305,158,912,958
1867,651,53.0,245,155,896,956
1892,587,53.0,233,206,509,907
1934,1849,53.0,247,122,558,296
1972,287,53.0,287,150,765,956
2034,1286,53.0,193,150,762,480
145,1641,54.0,295,198,713,670
265,1284,54.0,417,251,790,511
400,2,54.0,238,240,646,502
451,1010,54.0,352,194,661,672
530,133,54.0,410,248,905,963
541,1551,54.0,290,106,676,425
604,1553,54.0,348,116,817,452
842,1194,54.0,243,312,529,491
1064,185,54.0,343,292,804,959
1169,1717,54.0,289,235,595,331
1238,242,54.0,314,256,539,958
1255,1260,54.0,251,264,778,601
1265,1733,54.0,276,232,590,343
1352,285,54.0,251,280,641,489
1408,1934,54.0,286,77,678,379
1461,151,54.0,357,143,697,961
1562,147,54.0,396,174,710,378
1568,437,54.0,265,110,730,961
1645,1115,54.0,251,162,1020,799
1669,1209,54.0,361,271,764,487
1758,867,54.0,361,299,609,301
1807,523,54.0,299,185,661,622
1829,1988,54.0,361,257,603,412
2003,158,54.0,186,183,553,961
38,634,55.0,424,184,782,380
168,1531,55.0,422,345,1010,597
338,522,55.0,358,43,796,322
351,774,55.0,342,199,508,646
407,1596,55.0,341,292,630,467
472,258,55.0,432,212,498,697
493,1538,55.0,324,244,597,375
585,780,55.0,314,257,710,492
725,469,55.0,252,325,948,631
909,983,55.0,433,291,1007,734
960,429,55.0,348,78,548,756
1006,2046,55.0,423,95,821,623
1112,1218,55.0,264,202,579,325
1278,1090,55.0,242,280,694,516
1374,468,55.0,230,304,884,299
1375,1951,55.0,339,149,788,508
1446,1076,55.0,294,257,877,956
1460,1645,55.0,425,143,875,919
1649,1970,55.0,246,279,642,484
1757,1877,55.0,386,97,666,430
1910,449,55.0,272,116,709,334
5,1667,56.0,300,161,687,525
149,1298,56.0,442,347,831,555
172,1530,56.0,328,138,763,487
221,25,56.0,420,129,610,302
374,1003,56.0,227,311,765,488
425,220,56.0,422,243,678,423
497,500,56.0,238,344,973,535
571,1125,56.0,426,289,899,580
789,1923,56.0,414,196,1051,744
792,1534,56.0,292,244,659,620
1075,1037,56.0,380,204,665,384
1113,1159,56.0,289,58,608,294
1139,1509,56.0,251,270,773,603
1220,996,56.0,339,226,1020,737
1270,55,56.0,347,242,1008,746
1285,630,56.0,242,316,673,379
1355,1207,56.0,354,207,667,669
1384,2029,56.0,413,153,978,530
1406,567,56.0,278,232,468,842
1575,182,56.0,315,255,998,959
1654,638,56.0,401,159,564,958
1720,1625,56.0,361,256,597,421
1961,51,56.0,179,236,560,311
1963,700,56.0,312,147,832,946
2021,709,56.0,226,193,952,421
11,1105,57.0,436,263,462,871
107,579,57.0,427,149,502,961
365,1931,57.0,426,213,1021,738
553,1700,57.0,418,246,1020,737
658,1020,57.0,438,293,874,657
720,1274,57.0,452,306,536,515
724,1595,57.0,305,198,653,504
727,601,57.0,307,73,592,959
914,1869,57.0,399,278,648,311
968,720,57.0,337,197,743,430
1044,1326,57.0,240,279,840,498
1092,1236,57.0,305,287,641,624
1115,1152,57.0,431,264,1040,867
1227,1490,57.0,308,228,467,844
1264,2071,57.0,349,121,821,451
1279,1468,57.0,363,273,616,319
1321,7,57.0,287,67,866,504
1322,1782,57.0,292,230,597,376
1333,727,57.0,330,206,817,940
1407,2111,57.0,253,77,530,652
1469,1293,57.0,309,247,947,563
1565,2064,57.0,253,112,864,674
1976,1544,57.0,244,229,987,624
46,1752,58.0,245,38,988,607
88,1245,58.0,422,152,997,520
258,150,58.0,303,74,683,380
293,903,58.0,321,104,742,429
295,1563,58.0,302,165,691,535
315,748,58.0,417,121,1012,596
394,884,58.0,250,201,851,426
474,1746,58.0,436,263,662,667
524,152,58.0,294,198,510,630
646,2085,58.0,404,155,434,957
674,367,58.0,313,242,521,954
677,2084,58.0,424,181,1050,742
775,279,58.0,275,283,459,957
882,2009,58.0,415,153,996,523
887,269,58.0,315,256,904,957
990,938,58.0,410,235,988,625
1073,1527,58.0,264,268,508,906
1097,896,58.0,327,210,599,311
1354,719,58.0,344,195,749,428
1399,552,58.0,355,207,875,919
1497,245,58.0,338,209,532,958
1530,1957,58.0,415,176,532,627
1585,1224,58.0,309,212,613,327
1699,895,58.0,398,251,560,311
1884,849,58.0,355,290,562,294
1989,1702,58.0,254,219,1020,751
1997,1542,58.0,158,176,699,421
197,1774,59.0,358,79,607,311
331,137,59.0,429,258,466,962
363,1887,59.0,326,222,1036,827
455,1257,59.0,253,206,766,603
461,94,59.0,422,151,419,938
468,1735,59.0,308,192,642,485
529,1701,59.0,283,120,654,448
636,1032,59.0,425,185,865,504
839,1261,59.0,276,232,589,344
885,1662,59.0,281,117,647,443
976,1139,59.0,328,220,805,958
985,1989,59.0,360,92,821,418
1020,1912,59.0,423,255,1021,752
1129,639,59.0,323,242,553,958
1133,322,59.0,340,206,573,643
1345,1461,59.0,254,206,581,313
1650,1123,59.0,376,105,648,958
1651,29,59.0,244,234,711,954
1790,1305,59.0,260,269,712,378
1938,375,59.0,276,251,881,956
2008,365,59.0,301,186,524,957
29,348,60.0,410,249,462,955
61,1334,60.0,291,155,641,451
121,722,60.0,421,147,421,941
155,1324,60.0,381,119,964,532
263,319,60.0,328,220,847,960
269,192,60.0,439,293,874,656
609,2001,60.0,350,115,582,328
627,445,60.0,227,328,983,603
648,1638,60.0,348,78,431,958
820,614,60.0,415,189,900,958
822,1520,60.0,330,186,769,595
998,337,60.0,452,305,1006,735
1074,275,60.0,331,240,836,957
1086,1491,60.0,266,127,875,659
1087,370,60.0,405,196,887,959
1153,2126,60.0,244,157,541,512
1258,256,60.0,266,297,1081,860
1357,952,60.0,389,190,658,451
1601,334,60.0,421,82,670,382
1781,2080,60.0,293,194,677,380
1925,1276,60.0,434,258,472,790
2028,2106,60.0,362,258,960,652
49,364,61.0,245,352,646,954
122,670,61.0,350,115,586,955
268,208,61.0,351,254,1006,665
361,907,61.0,403,253,562,318
432,1615,61.0,257,38,583,330
459,707,61.0,254,40,974,943
543,1255,61.0,358,125,840,340
572,1363,61.0,300,102,698,420
750,480,61.0,419,343,668,302
843,1229,61.0,288,235,817,940
1130,821,61.0,289,268,883,952
1186,1514,61.0,302,280,975,593
1405,1948,61.0,400,160,1000,690
1411,1775,61.0,340,205,473,786
1426,388,61.0,336,238,782,380
1491,520,61.0,305,104,538,625
1532,125,61.0,328,220,986,612
1571,478,61.0,344,89,551,302
1635,119,61.0,261,100,1034,820
1656,1120,61.0,363,249,661,960
1914,262,61.0,305,269,822,464
108,2036,62.0,354,268,512,627
131,444,62.0,412,270,763,602
173,467,62.0,237,345,673,299
311,1022,62.0,308,73,841,497
355,4,62.0,256,297,648,295
488,803,62.0,396,277,805,484
665,87,62.0,253,77,974,943
782,1216,62.0,304,233,499,696
791,1874,62.0,265,127,947,427
883,1198,62.0,291,153,686,527
893,1550,62.0,287,150,952,423
967,419,62.0,419,215,1038,976
993,1178,62.0,418,289,653,302
1134,1212,62.0,358,290,990,486
1156,473,62.0,353,173,1034,821
1247,1890,62.0,237,259,875,645
1438,179,62.0,423,126,508,645
1514,502,62.0,417,182,617,310
1741,411,62.0,343,202,626,327
1780,1523,62.0,373,269,500,914
1893,796,62.0,314,260,602,640
113,2047,63.0,238,269,878,469
278,1436,63.0,290,101,676,419
385,590,63.0,346,88,817,350
442,771,63.0,369,291,533,646
443,1824,63.0,244,224,712,667
539,1456,63.0,360,227,651,311
742,1888,63.0,241,54,636,615
1028,156,63.0,336,72,826,633
1052,425,63.0,300,246,473,958
1187,973,63.0,287,150,632,467
1231,403,63.0,308,79,725,419
1266,1484,63.0,437,292,875,647
1268,1338,63.0,434,292,874,648
1311,45,63.0,373,259,716,953
1400,671,63.0,336,73,466,955
1750,1479,63.0,388,189,937,408
1788,1958,63.0,346,191,785,496
1915,602,63.0,391,265,588,959
1931,1933,63.0,355,251,973,591
1968,1452,63.0,401,229,902,962
1986,1118,63.0,391,219,732,422
20,148,64.0,243,159,792,626
104,1767,64.0,339,193,789,605
288,1636,64.0,359,290,933,301
346,1357,64.0,296,100,655,430
651,114,64.0,416,281,1088,926
671,89,64.0,421,146,422,942
721,2127,64.0,432,328,946,426
762,617,64.0,251,265,850,958
785,1944,64.0,427,252,985,618
811,1633,64.0,296,100,688,417
917,443,64.0,251,265,775,601
1178,1311,64.0,263,280,672,499
1276,619,64.0,361,92,766,604
1294,1826,64.0,327,57,766,356
1324,110,64.0,358,88,768,600
1556,1827,64.0,288,234,936,408
1672,1063,64.0,366,241,564,958
1722,1777,64.0,306,134,510,647
1775,155,64.0,260,99,589,961
1800,692,64.0,388,188,767,949
1887,870,64.0,158,173,664,950
1930,1055,64.0,344,258,998,958
70,1350,65.0,361,91,850,411
95,1465,65.0,308,192,572,315
167,1483,65.0,247,202,711,379
412,132,65.0,423,88,679,964
505,1810,65.0,306,280,639,615
558,808,65.0,330,229,548,756
562,1459,65.0,403,263,705,311
755,483,65.0,347,134,652,304
972,731,65.0,317,105,647,437
1906,1630,65.0,305,134,711,338
2035,648,65.0,322,269,1015,956
77,390,66.0,404,162,859,741
90,129,66.0,240,350,803,615
169,875,66.0,306,274,552,304
232,397,66.0,350,280,725,950
680,1369,66.0,421,128,563,956
832,186,66.0,259,229,789,959
889,250,66.0,360,256,469,958
924,961,66.0,259,99,986,609
1192,674,66.0,251,161,632,403
1217,1321,66.0,304,76,805,667
1391,477,66.0,276,288,691,532
1439,253,66.0,323,243,724,452
1667,328,66.0,204,114,871,312
89,1720,67.0,259,350,567,333
156,1351,67.0,322,142,752,494
332,1651,67.0,358,229,587,294
352,222,67.0,339,255,700,958
389,53,67.0,412,90,982,952
446,1995,67.0,394,198,651,624
773,1308,67.0,311,229,681,380
873,1231,67.0,350,115,928,328
1096,1917,67.0,410,279,1027,854
1128,919,67.0,247,54,1086,880
1547,2079,67.0,346,263,1003,738
1678,1780,67.0,351,117,794,321
8,465,68.0,350,96,554,298
60,360,68.0,258,301,762,479
274,24,68.0,315,257,823,954
711,1998,68.0,415,132,970,543
747,673,68.0,364,227,830,954
1820,1026,68.0,418,260,683,380
1832,1179,68.0,236,257,1080,952
1872,1117,68.0,367,275,942,420
1895,955,68.0,314,131,841,338
1898,1690,68.0,302,203,727,386
1937,492,68.0,297,251,692,535
2031,2114,68.0,326,222,512,649
44,1202,69.0,277,298,420,950
202,416,69.0,417,281,982,981
277,1106,69.0,295,258,651,955
653,947,69.0,287,296,596,336
838,60,69.0,308,284,576,318
1094,1462,69.0,266,285,599,313
1117,162,69.0,240,53,827,637
1646,1906,69.0,279,231,588,340
2019,1946,69.0,322,197,726,385
9,758,70.0,251,161,1006,658
1517,1876,70.0,373,270,821,463
1675,1065,70.0,316,244,517,958
105,1505,71.0,347,243,987,608
273,936,71.0,360,256,498,913
569,1009,71.0,389,223,1064,852
598,611,71.0,356,244,943,958
846,625,71.0,337,240,785,958
1090,1358,71.0,240,207,824,416
1440,1434,71.0,359,87,597,960
1962,1292,71.0,369,233,594,930
56,303,72.0,275,188,990,943
291,1511,72.0,273,260,529,657
348,580,72.0,325,190,714,344
498,594,72.0,401,265,781,959
1033,660,72.0,320,212,650,956
1714,685,72.0,341,147,929,959
1889,1399,72.0,400,131,491,956
64,1647,73.0,308,285,703,933
125,402,73.0,247,349,690,951
1451,431,73.0,361,91,682,963
1821,1685,73.0,317,221,513,627
1831,204,73.0,388,221,869,958
1751,1640,74.0,458,281,879,655
230,1386,75.0,360,280,596,959
1789,582,76.0,376,105,680,960
643,446,77.0,358,79,473,604
