Query Index,Train Index,Distance,Query X,Query Y,Train X,Train Y
181,57,6.0,774,488,287,150
154,60,12.0,763,469,281,139
134,13,14.0,772,487,287,150
206,123,16.0,778,487,289,149
180,85,17.0,761,468,281,138
203,134,18.0,760,645,278,232
18,40,23.0,762,471,305,167
78,118,27.0,683,898,282,138
199,137,33.0,939,584,375,185
5,70,35.0,699,899,332,284
135,41,35.0,722,634,371,229
173,8,37.0,669,846,233,332
161,117,39.0,713,885,280,119
51,84,40.0,697,858,304,281
56,3,40.0,706,874,247,341
20,37,41.0,194,875,246,53
17,93,42.0,691,898,232,331
172,59,42.0,682,878,238,344
183,56,42.0,702,872,247,341
188,68,42.0,693,866,244,338
210,61,43.0,176,864,233,332
21,28,47.0,696,852,433,292
2,49,49.0,180,883,367,246
189,121,49.0,938,582,377,183
208,113,50.0,914,738,356,266
153,110,51.0,661,896,372,228
150,2,52.0,682,879,238,344
13,184,53.0,696,844,281,134
42,190,53.0,680,697,302,102
37,75,54.0,1021,653,290,252
146,6,54.0,697,856,243,335
76,69,56.0,257,434,257,282
128,155,58.0,669,845,330,129
9,9,60.0,704,873,241,328
53,168,60.0,690,866,279,231
116,54,60.0,988,772,394,277
118,20,61.0,689,866,243,339
1,133,63.0,691,866,372,230
28,196,63.0,187,873,279,233
163,115,63.0,1010,603,361,256
23,82,65.0,681,881,373,125
138,135,65.0,378,610,299,230
193,157,65.0,687,851,404,272
96,99,66.0,701,867,240,328
115,161,68.0,782,661,433,249
156,127,70.0,180,881,351,256
77,25,72.0,361,713,403,275
91,36,72.0,180,881,290,251
113,183,74.0,233,475,370,230
145,98,75.0,185,736,393,276
125,208,81.0,909,741,348,190
