x,y,size,angle,response,octave,class_id,descriptor
172.0,1158.0,31.0,18.42719841003418,63.0,0,-1,1010010010101011111101100101000111110000100011110110011111010011011110111011111111110111010110001100001111100110110001000011111111011101110111000110011001011010101110111111111011101001001100100010111111011110011101010110011011000001101100011100011010100101
382.0,173.0,31.0,223.44830322265625,63.0,0,-1,1100010110110010000111000100000100000000000111110010000100111001011100111111111010100111100111011000001100000111110010100001011100110101100101011100110010110110111110101101110010111101010001000100111010000001011101010110010001101011100000000000011111110100
1757.0,835.0,31.0,90.66374206542969,63.0,0,-1,0010111110111011111000011100000100111100110111110100101110011000000010111111100000010101111011001001101110010101110101000110010011011100011111001001010101011010110110110101100011111000100100001100111101011001101011011111010000011110101011110101010011110001
1743.0,937.0,31.0,243.06419372558594,67.0,0,-1,0100001100111111011000100001000111110000101111000110100000010011001011111100110001101110110001011010110111000110110101111001010010100111001011110111110010011100100101111101100010110111110011100010111001111100000011011100000011001010100001001000001111011101
147.0,286.0,31.0,253.53817749023438,74.0,0,-1,0101100011101101100111110011010010100000011010100110111010100110101100001001001010101010000010011111011111110011010000000101001110100011111001110111100101101110011010001100100110010010001010001111000111100010010101010001100000100000111100001000001100001010
259.0,63.0,31.0,299.0914611816406,74.0,0,-1,0110110010110111111010000110000011011000111011010101111100011111011100111110110100111101100011011001001111101101010100100001000000011001100011000101010100011100100110100011001011111100000100100110111100001101001001011111110111100001111000101101011011110011
265.0,1038.0,31.0,249.68914794921875,65.0,0,-1,0100101110001000100001111001011100101101111111011100000110010100100011111111010110000111000011011110111011100101010010001000111000000000011001101110100001011100000100011110100111111011101001001000110101110110010100000101001011000010000011110001010101111110
298.0,133.0,31.0,194.16262817382812,71.0,0,-1,0101100101111010101111100011010000111010100001100001100001110110101001011110110110010110111001010011111110011101000000100101001000100110111101011111110111010001100011101100110110000111011011111101101101100111001110001101000100100110100001000010011101001011
399.0,196.0,31.0,300.13677978515625,72.0,0,-1,1110100111100100010111000001000111110101001111111110001011101111011110000111101100111100010111001111101100100000100111111011111100100001100000101100011000111100101001111111111000110100011011110010111001011011011101000100010011001011010101001100101110011101
268.0,79.0,31.0,237.23927307128906,67.0,0,-1,0110010010110011101011000010000111110000011011100101000110010011011100101111110110110011011111011001001000111000010111100001101010011001110011010110010110010001100111011111001011000001000000101100110001010100111101011110011111001001011001011101011011010011
