Query Index,Train Index,Distance,Query X,Query Y,Train X,Train Y
920,665,49.0,328,135,1279,368
925,192,49.0,400,265,990,940
1070,308,49.0,246,311,506,581
1160,149,49.0,292,147,418,1260
1692,390,49.0,408,149,1204,389
10,827,50.0,309,213,1344,1342
139,1412,50.0,365,144,388,616
227,1998,50.0,290,76,1548,491
237,1946,50.0,245,334,1340,1426
258,730,50.0,303,74,1684,250
1006,1752,50.0,423,95,383,943
1169,1556,50.0,289,235,1275,1489
1319,1961,50.0,420,86,387,993
1947,1876,50.0,244,133,2039,1212
374,748,51.0,227,311,1212,620
472,572,51.0,432,212,806,1402
574,1175,51.0,292,154,1275,1381
1005,1924,51.0,354,236,1351,1448
1065,51,51.0,305,199,826,695
1362,1126,51.0,356,228,1200,1117
1417,1343,51.0,257,284,1372,1490
2028,1041,51.0,362,258,687,668
12,1491,52.0,337,32,1325,1481
121,48,52.0,421,147,1316,1482
174,943,52.0,335,203,1274,1480
222,961,52.0,228,326,1276,1472
274,1743,52.0,315,257,1533,1170
331,1192,52.0,429,258,1104,525
344,558,52.0,290,200,964,955
641,762,52.0,289,238,724,548
678,368,52.0,301,241,459,1048
705,923,52.0,265,211,773,955
912,1108,52.0,248,340,390,1303
934,832,52.0,230,212,968,939
977,1681,52.0,351,194,751,1157
1308,950,52.0,316,233,688,697
1732,1651,52.0,296,187,416,649
1874,1243,52.0,287,278,1275,1337
184,112,53.0,289,238,724,549
245,932,53.0,289,235,396,665
412,916,53.0,423,88,1068,1477
535,1923,53.0,428,178,1905,230
626,1513,53.0,371,121,736,560
1034,1869,53.0,274,131,385,1311
1037,1871,53.0,328,240,591,624
1103,1496,53.0,242,242,786,1089
1223,91,53.0,323,135,616,695
1267,1658,53.0,299,232,1277,1468
1296,1368,53.0,320,223,721,562
1322,1731,53.0,292,230,1324,256
1409,1067,53.0,350,77,1107,1476
1481,345,53.0,265,299,768,1059
1603,346,53.0,154,216,1087,797
1672,692,53.0,366,241,391,614
1728,663,53.0,356,209,390,1226
26,388,54.0,262,214,1390,353
46,1055,54.0,245,38,482,1371
61,1059,54.0,291,155,1274,1381
78,49,54.0,325,233,513,581
109,1308,54.0,241,243,983,1403
265,1777,54.0,417,251,776,950
427,1636,54.0,419,343,1682,251
610,2030,54.0,247,131,1157,813
618,1888,54.0,294,205,899,555
778,1825,54.0,424,86,385,994
827,626,54.0,287,108,822,701
1222,1239,54.0,328,135,1275,1481
1283,1424,54.0,304,197,819,666
1589,0,54.0,266,212,870,1401
693,742,55.0,263,268,398,666
835,1853,55.0,428,179,385,1063
1205,1582,55.0,240,328,1211,539
1387,1719,55.0,299,230,403,659
1418,800,55.0,330,207,396,689
1435,248,55.0,348,135,583,1382
1583,876,55.0,247,303,1276,1390
1762,1889,55.0,416,122,385,1039
1775,1427,55.0,260,99,1371,1489
1906,650,55.0,305,134,634,551
1989,1227,55.0,254,219,423,1217
33,75,56.0,430,183,832,1401
114,542,56.0,352,195,1290,1410
119,517,56.0,237,243,414,1428
150,1633,56.0,427,142,801,1018
267,413,56.0,429,178,909,1401
428,1900,56.0,289,205,1159,908
619,1829,56.0,335,203,1353,1448
753,1416,56.0,254,348,518,622
760,898,56.0,241,244,769,1058
1163,1485,56.0,346,202,802,979
1540,1671,56.0,361,226,411,1212
1568,927,56.0,265,110,413,1427
1930,163,56.0,344,258,714,670
40,1757,57.0,424,93,386,1291
45,2017,57.0,418,246,993,917
49,613,57.0,245,352,880,701
79,14,57.0,247,303,1345,1342
311,1790,57.0,308,73,415,651
338,1818,57.0,358,43,923,552
546,283,57.0,426,143,425,1245
570,32,57.0,372,229,1327,1440
848,1216,57.0,336,202,760,551
905,641,57.0,426,143,425,1246
1060,1090,57.0,341,240,436,701
1306,1232,57.0,308,213,399,1217
1438,1429,57.0,423,126,1290,1410
1536,1388,57.0,344,224,987,954
1588,1992,57.0,286,77,892,1086
1617,1999,57.0,343,224,426,631
1786,401,57.0,275,269,1200,361
1794,905,57.0,358,209,786,1089
1818,882,57.0,140,218,844,1043
1838,804,57.0,245,131,437,1241
1961,181,57.0,179,236,774,955
1969,1159,57.0,290,193,632,582
247,1637,58.0,243,328,433,1379
291,2016,58.0,273,260,1451,1168
516,811,58.0,293,148,1212,574
558,1015,58.0,330,229,580,562
675,1184,58.0,388,260,1199,1237
679,947,58.0,349,96,796,955
821,1542,58.0,360,226,867,560
892,435,58.0,251,281,958,913
930,1539,58.0,240,333,1342,1354
954,406,58.0,253,76,1390,369
1112,1098,58.0,264,202,1002,1479
1181,1362,58.0,294,197,1742,1222
1349,1647,58.0,297,187,1466,231
1350,1566,58.0,408,188,881,1402
1375,1193,58.0,339,149,1536,230
1516,551,58.0,429,216,402,617
1579,95,58.0,288,66,1088,1478
1605,402,58.0,274,289,1552,1235
1673,1404,58.0,338,271,921,552
1684,485,58.0,426,149,691,622
1766,496,58.0,358,144,952,1402
1805,588,58.0,251,266,1300,1490
1891,1449,58.0,433,266,651,666
1950,860,58.0,279,136,423,1215
1980,1109,58.0,251,161,560,562
1992,1495,58.0,154,215,900,371
2021,682,58.0,226,193,535,666
13,9,59.0,290,251,990,953
14,391,59.0,330,229,1212,389
50,1804,59.0,243,352,1329,1484
86,1152,59.0,224,44,797,954
212,500,59.0,354,236,1325,1492
271,1189,59.0,239,255,705,700
436,707,59.0,320,192,389,697
539,631,59.0,360,227,412,634
661,1000,59.0,277,145,1342,1407
702,2000,59.0,272,102,785,953
743,138,59.0,430,259,816,1484
757,809,59.0,227,311,449,648
806,1969,59.0,410,245,799,978
863,844,59.0,251,161,1352,1440
898,1345,59.0,347,279,634,551
1042,1285,59.0,236,243,1310,1467
1136,1629,59.0,425,143,1341,1481
1140,1306,59.0,266,211,389,1431
1298,447,59.0,226,309,1196,584
1329,1367,59.0,259,297,486,631
1337,901,59.0,232,211,1345,1355
1363,1993,59.0,273,131,387,1311
1407,1168,59.0,253,77,420,650
1411,1754,59.0,340,205,1744,1217
1436,537,59.0,321,135,616,696
1458,2044,59.0,299,245,1347,251
1518,1849,59.0,427,178,749,1159
1520,985,59.0,433,249,415,616
1539,1703,59.0,321,265,475,552
1712,1833,59.0,433,259,1353,1442
1736,1995,59.0,378,204,767,1018
1832,1260,59.0,236,257,1372,1389
1873,1509,59.0,245,278,531,560
1924,1912,59.0,355,262,881,558
170,974,60.0,309,81,860,552
235,1808,60.0,254,76,1278,1391
257,1545,60.0,354,207,431,1375
268,175,60.0,351,254,480,701
513,1234,60.0,432,217,1649,608
552,422,60.0,259,229,887,363
612,1816,60.0,236,244,857,552
635,260,60.0,338,193,438,1383
636,426,60.0,425,185,400,1447
691,2014,60.0,365,144,387,634
857,1985,60.0,295,282,799,917
877,1,60.0,400,252,1299,1484
1074,1768,60.0,331,240,602,630
1584,720,60.0,433,265,1208,497
1686,139,60.0,259,269,424,586
1700,2009,60.0,371,124,1279,1394
1709,1562,60.0,393,261,722,560
1851,797,60.0,337,161,622,587
1996,11,60.0,269,211,964,955
18,1497,61.0,344,159,415,1425
125,26,61.0,247,349,1280,1352
193,1140,61.0,294,204,550,551
238,1093,61.0,317,235,1276,1490
261,1143,61.0,326,231,518,622
293,2003,61.0,321,104,1641,606
387,56,61.0,301,45,624,665
718,1955,61.0,403,253,960,978
784,858,61.0,346,89,877,392
890,1695,61.0,426,150,386,1157
901,657,61.0,363,120,632,565
937,150,61.0,232,331,882,1478
953,432,61.0,373,125,666,634
1199,1277,61.0,432,216,482,1372
1208,1610,61.0,320,142,1354,1441
1227,1578,61.0,308,228,709,630
1230,1222,61.0,309,192,396,665
1233,10,61.0,247,130,797,955
1284,583,61.0,366,228,1322,1421
1325,815,61.0,432,264,641,692
1357,1766,61.0,389,190,403,672
1383,433,61.0,338,228,423,1394
1474,991,61.0,421,97,625,917
1476,1736,61.0,226,311,1451,1170
1507,589,61.0,338,187,983,1478
1567,1330,61.0,276,197,959,980
1572,72,61.0,267,282,465,670
1577,1444,61.0,305,137,556,560
1601,1132,61.0,421,82,612,701
1618,968,61.0,299,169,876,1380
1721,285,61.0,281,134,723,932
1858,1802,61.0,251,161,400,1385
1866,418,61.0,427,239,477,578
1892,1078,61.0,233,206,467,628
104,105,62.0,339,193,1347,1430
168,1761,62.0,422,345,774,1000
270,1586,62.0,259,98,769,1058
524,1245,62.0,294,198,399,1386
530,773,62.0,410,248,554,587
585,821,62.0,314,257,672,701
622,414,62.0,337,211,1650,608
909,1552,62.0,433,291,726,1327
951,918,62.0,425,127,1450,1172
1073,872,62.0,264,268,920,552
1192,1616,62.0,251,161,386,1170
1210,1377,62.0,429,178,1552,1237
1258,1575,62.0,266,297,773,1373
1300,176,62.0,453,304,1294,1355
1328,1312,62.0,304,266,384,914
1371,225,62.0,237,270,704,960
1528,1180,62.0,156,218,544,931
1557,1546,62.0,446,228,931,560
1559,1809,62.0,297,187,1466,230
1739,690,62.0,351,192,384,913
1843,1884,62.0,290,227,991,976
1956,1418,62.0,369,140,628,624
34,1948,63.0,419,184,1322,1419
41,1089,63.0,416,248,1107,1424
48,1471,63.0,322,187,987,937
364,439,63.0,423,180,440,1440
468,1400,63.0,308,192,773,952
521,2023,63.0,301,275,792,950
571,1060,63.0,426,289,449,649
592,1062,63.0,252,162,1329,369
606,355,63.0,401,258,630,935
639,229,63.0,241,281,408,1313
669,1782,63.0,308,214,794,950
767,1942,63.0,337,89,1039,394
774,474,63.0,380,205,1291,1492
916,321,63.0,243,338,466,621
1002,1457,63.0,251,325,1275,1389
1133,820,63.0,340,206,632,692
1146,238,63.0,337,211,402,1313
1148,445,63.0,332,271,398,548
1278,1712,63.0,242,280,960,913
1534,634,63.0,334,222,1574,822
1571,1739,63.0,344,89,985,953
1592,1402,63.0,373,179,386,1313
1625,1173,63.0,361,92,767,1021
1643,1357,63.0,289,279,1211,448
1688,1906,63.0,244,122,902,373
1733,651,63.0,321,187,544,582
1745,387,63.0,411,234,863,391
1788,1602,63.0,346,191,801,978
1806,838,63.0,412,185,400,1385
1909,667,63.0,311,284,650,668
1949,328,63.0,301,244,625,917
55,1203,64.0,240,246,624,665
154,723,64.0,363,119,553,701
243,160,64.0,240,333,1077,393
340,1678,64.0,300,43,386,1311
352,732,64.0,339,255,407,677
361,1559,64.0,403,253,398,610
415,246,64.0,274,282,390,1226
575,911,64.0,408,190,984,1477
587,989,64.0,406,162,468,1446
739,1620,64.0,247,203,774,951
779,1070,64.0,328,266,1328,1490
957,25,64.0,242,328,757,622
990,429,64.0,410,235,673,692
1130,577,64.0,289,268,666,697
1157,1095,64.0,340,275,1338,354
1207,1163,64.0,320,102,785,622
1297,1440,64.0,325,211,417,651
1479,451,64.0,307,276,721,757
1486,846,64.0,319,102,1336,1395
1531,983,64.0,243,317,624,665
1674,828,64.0,430,241,966,552
1682,55,64.0,281,119,693,924
1696,1972,64.0,289,149,1358,290
1807,215,64.0,299,185,1020,1423
1842,1908,64.0,257,227,961,914
1852,1104,64.0,254,203,402,1260
1878,1024,64.0,385,281,514,667
1935,587,64.0,369,122,422,1392
2010,1745,64.0,319,186,580,550
2023,2045,64.0,416,269,785,623
43,524,65.0,367,247,612,960
266,672,65.0,401,252,437,1382
342,43,65.0,396,173,689,550
396,430,65.0,234,347,465,1058
564,686,65.0,359,290,916,1402
710,303,65.0,439,295,1352,1480
871,971,65.0,433,249,546,939
1106,1543,65.0,311,228,423,653
1265,550,65.0,276,232,1327,1440
1360,1477,65.0,347,133,473,566
1373,1527,65.0,397,259,423,1215
1404,1349,65.0,305,75,432,620
1414,1965,65.0,357,79,767,996
1517,837,65.0,373,270,1200,498
1561,506,65.0,284,280,449,697
1575,1902,65.0,315,255,511,636
1585,137,65.0,309,212,1574,822
1607,1792,65.0,319,221,445,648
1719,87,65.0,316,144,1333,1484
1764,1844,65.0,299,271,1209,537
1896,282,65.0,293,164,673,702
1916,1627,65.0,201,111,751,943
2013,755,65.0,301,204,923,384
96,531,66.0,416,151,704,960
101,679,66.0,286,150,431,620
419,2033,66.0,372,350,692,928
515,477,66.0,347,281,730,626
532,116,66.0,362,120,632,565
541,1599,66.0,290,106,592,622
737,1004,66.0,254,113,397,613
763,400,66.0,364,276,1098,1414
773,244,66.0,311,229,1283,357
809,1682,66.0,406,216,729,560
832,334,66.0,259,229,435,565
913,375,66.0,281,140,881,1474
1193,817,66.0,346,69,461,1363
1212,440,66.0,309,245,498,918
1286,469,66.0,415,176,827,1380
1354,1895,66.0,344,195,749,941
1396,1862,66.0,392,261,1744,1218
1426,1765,66.0,336,238,697,557
1523,96,66.0,408,178,1107,1478
1578,981,66.0,257,106,1112,1372
1599,22,66.0,356,291,521,959
1675,505,66.0,316,244,1325,1481
1767,252,66.0,336,264,474,1058
1815,1733,66.0,328,263,495,557
1912,617,66.0,331,146,533,931
2020,1986,66.0,276,197,663,627
107,564,67.0,427,149,1336,1354
301,1006,67.0,372,262,1369,1482
371,1054,67.0,329,262,1280,1375
795,1398,67.0,412,90,686,666
955,431,67.0,288,76,393,579
1008,807,67.0,405,256,498,918
1011,1426,67.0,416,121,429,1408
1105,669,67.0,287,68,461,1445
1114,1842,67.0,415,131,961,997
1289,350,67.0,420,252,693,562
1317,1446,67.0,410,249,384,1327
1406,122,67.0,278,232,1198,1149
1442,1717,67.0,303,280,520,958
1566,352,67.0,379,249,1196,602
1629,1137,67.0,299,229,579,551
1635,1007,67.0,261,100,995,1372
1640,1302,67.0,328,279,805,1401
1800,259,67.0,388,188,1337,354
1803,169,67.0,266,212,1373,1473
1811,1607,67.0,361,116,814,622
1946,1964,67.0,401,244,391,591
37,1225,68.0,404,156,429,1408
141,339,68.0,422,272,1363,1483
172,1706,68.0,328,138,769,913
303,1537,68.0,258,106,485,674
408,1885,68.0,441,332,385,1326
443,759,68.0,244,224,469,620
502,706,68.0,322,282,1207,562
586,1784,68.0,346,226,1323,314
709,1451,68.0,234,277,1350,1439
814,1585,68.0,293,265,1213,270
841,1953,68.0,298,233,358,899
991,1074,68.0,304,232,730,700
1007,1773,68.0,233,206,1087,1423
1015,1484,68.0,240,121,958,979
1149,1774,68.0,401,251,968,826
1161,1555,68.0,403,275,906,1464
1381,70,68.0,363,118,1314,1355
1480,603,68.0,454,303,870,1468
1831,209,68.0,388,221,984,1401
1840,1430,68.0,281,233,1327,1441
1885,266,68.0,412,161,954,1489
241,1580,69.0,351,229,773,1002
369,1009,69.0,403,276,554,562
573,662,69.0,328,221,1343,368
668,893,69.0,332,240,521,969
756,1128,69.0,342,241,546,700
946,1937,69.0,331,271,412,541
972,1300,69.0,317,105,1318,1363
1004,2002,69.0,402,282,770,917
1096,373,69.0,410,279,430,1048
1119,1604,69.0,256,261,821,550
1152,1265,69.0,351,116,736,562
1185,1002,69.0,287,107,533,562
1331,407,69.0,423,242,820,1474
1370,1218,69.0,425,283,729,560
1598,836,69.0,408,177,436,1241
1615,301,69.0,309,284,545,621
1984,873,69.0,344,226,698,562
69,1379,70.0,435,245,762,634
106,2021,70.0,325,243,398,674
185,37,70.0,380,279,1361,1489
197,661,70.0,358,79,474,1058
242,468,70.0,346,69,1052,1478
289,1828,70.0,234,260,558,558
562,383,70.0,403,263,774,1017
752,1038,70.0,319,262,783,697
768,768,70.0,331,224,1020,1423
846,231,70.0,337,240,1198,1204
1159,833,70.0,373,275,1287,1354
1224,354,70.0,415,188,390,991
1334,1687,70.0,401,282,737,557
1338,1210,70.0,432,327,1343,1483
1447,1033,70.0,355,243,960,1372
1452,1530,70.0,350,255,616,674
1471,614,70.0,323,278,758,553
1716,1233,70.0,309,246,1325,1481
1753,945,70.0,435,306,383,1326
27,1382,71.0,267,108,532,931
142,598,71.0,260,283,1334,1484
262,307,71.0,246,208,439,1058
422,952,71.0,241,54,903,1489
423,1473,71.0,391,291,1315,1489
498,207,71.0,401,265,827,1371
534,195,71.0,415,151,396,1315
572,184,71.0,300,102,1198,1275
640,1361,71.0,331,236,1211,413
681,424,71.0,242,160,968,1489
797,1618,71.0,319,190,413,1257
838,1356,71.0,308,284,1353,1491
928,1390,71.0,359,278,757,622
959,1353,71.0,357,275,1334,1491
1382,1320,71.0,375,118,831,1403
1390,737,71.0,243,120,902,1489
1444,1085,71.0,290,280,886,547
1813,1040,71.0,328,179,926,1372
176,1001,72.0,309,275,1344,1482
333,1623,72.0,341,238,1341,1418
507,162,72.0,358,280,763,581
560,869,72.0,432,292,468,1331
583,540,72.0,348,244,872,701
662,865,72.0,434,245,891,559
742,736,72.0,241,54,880,1486
783,1827,72.0,336,191,385,1185
1049,1872,72.0,354,243,767,976
1097,396,72.0,327,210,1198,1118
1189,1821,72.0,323,280,738,558
1526,752,72.0,278,267,708,756
1547,1136,72.0,346,263,1317,1490
1569,1642,72.0,321,187,630,672
15,1812,73.0,399,160,436,1394
19,771,73.0,292,159,1212,389
389,1453,73.0,412,90,632,552
880,1508,73.0,405,154,458,1443
942,1355,73.0,353,276,1343,1491
1108,894,73.0,382,281,757,622
1117,602,73.0,240,53,384,1327
1339,1146,73.0,410,181,389,997
1872,1532,73.0,367,275,579,545
1927,566,73.0,398,258,1349,354
2007,888,73.0,340,204,438,1391
53,297,74.0,237,352,850,701
85,1061,74.0,357,89,1344,369
483,1520,74.0,289,76,415,674
749,218,74.0,331,265,1288,365
1083,1665,74.0,439,330,383,1326
1771,1593,74.0,385,194,966,332
1810,620,74.0,349,116,698,562
63,142,75.0,291,110,705,701
175,1612,75.0,259,280,1553,1237
430,131,75.0,336,286,738,701
1019,1352,75.0,341,276,1327,1491
537,791,76.0,278,121,533,562
1671,959,76.0,331,241,1325,1480
1780,1952,76.0,373,269,509,670
458,417,77.0,332,284,1081,1414
1127,810,78.0,363,119,1308,1489
480,823,79.0,356,275,1198,1382
16,1088,80.0,228,33,1369,356
473,819,81.0,312,283,1198,1382
477,1269,81.0,336,271,384,992
987,174,81.0,331,265,1211,504
929,814,84.0,285,134,1212,448
