x,y,size,angle,response,octave,class_id
45.0,31.0,31.0,7.149029731750488,0.0011014651972800493,0,-1
1613.0,1245.0,31.0,39.880882263183594,0.0010007760720327497,0,-1
964.0,1204.0,31.0,197.64242553710938,0.00041439119377173483,0,-1
1485.0,244.0,31.0,212.56192016601562,0.0006718572694808245,0,-1
907.0,1222.0,31.0,111.62246704101562,0.000343272986356169,0,-1
1314.0,65.0,31.0,277.60546875,0.00041894183959811926,0,-1
1036.0,1253.0,31.0,120.78653717041016,0.0004917668993584812,0,-1
60.0,938.0,31.0,112.17451477050781,0.00031799208954907954,0,-1
1639.0,326.0,31.0,261.46087646484375,0.0004163728153798729,0,-1
1682.0,1069.0,31.0,300.8137512207031,0.00069744314532727,0,-1
849.0,1249.0,31.0,95.82144165039062,0.00041861768113449216,0,-1
1408.0,242.0,31.0,183.06854248046875,0.001007811282761395,0,-1
1345.0,1258.0,31.0,250.13729858398438,0.0003777036035899073,0,-1
1665.0,1072.0,31.0,169.09280395507812,0.0005841915844939649,0,-1
1443.0,234.0,31.0,348.15875244140625,0.0008318526670336723,0,-1
687.0,1160.0,31.0,225.6766357421875,0.0005542912404052913,0,-1
1313.0,63.0,31.0,281.5914001464844,0.0003982899652328342,0,-1
1606.0,68.0,31.0,70.88462829589844,0.0006487221689894795,0,-1
272.0,1204.0,31.0,199.06362915039062,0.00044664376764558256,0,-1
256.0,1253.0,31.0,268.77392578125,0.00028602630482055247,0,-1
72.0,1204.0,31.0,178.28919982910156,0.0008118261466734111,0,-1
353.0,839.0,31.0,17.031827926635742,0.0003473013057373464,0,-1
1696.0,1225.0,31.0,78.51749420166016,0.0008549742633476853,0,-1
1680.0,1071.0,31.0,342.9237976074219,0.001145634800195694,0,-1
1642.0,325.0,31.0,218.70855712890625,0.00032164182630367577,0,-1
1464.0,222.0,31.0,128.95556640625,0.0019214374478906393,0,-1
1386.0,1000.0,31.0,243.47653198242188,0.0011466024443507195,0,-1
68.0,44.0,31.0,345.13336181640625,0.0002831351011991501,0,-1
845.0,1253.0,31.0,23.73488426208496,0.0003405522438697517,0,-1
1489.0,1033.0,31.0,118.21912384033203,0.0007021212368272245,0,-1
1041.0,51.0,31.0,128.24996948242188,0.003346062498167157,0,-1
861.0,1240.0,31.0,52.32301712036133,0.00031531366403214633,0,-1
1499.0,1025.0,31.0,298.9697265625,0.00038660518475808203,0,-1
1469.0,1022.0,31.0,48.47135925292969,0.0005999309942126274,0,-1
162.0,1090.0,31.0,285.84222412109375,0.0003835293755400926,0,-1
1683.0,1075.0,31.0,86.32450866699219,0.0005314369918778539,0,-1
59.0,70.0,31.0,327.80792236328125,0.0002859368978533894,0,-1
1303.0,932.0,31.0,356.3721923828125,0.0005011340253986418,0,-1
1433.0,1016.0,31.0,117.97175598144531,0.0012203826336190104,0,-1
379.0,932.0,31.0,65.00617218017578,0.0011484354035928845,0,-1
1603.0,1240.0,31.0,221.5872802734375,0.0008662714390084147,0,-1
45.0,1215.0,31.0,164.40292358398438,0.00031339871929958463,0,-1
36.0,1241.0,31.0,223.95147705078125,0.0004009837575722486,0,-1
1584.0,1044.0,31.0,293.7880554199219,0.0003240728983655572,0,-1
940.0,1201.0,31.0,14.630613327026367,0.0009256572229787707,0,-1
1427.0,1012.0,31.0,292.2438049316406,0.0014156521065160632,0,-1
93.0,52.0,31.0,206.43301391601562,0.00042061007115989923,0,-1
63.0,1112.0,31.0,144.4335479736328,0.000285689951851964,0,-1
1611.0,1248.0,31.0,78.1556625366211,0.0006823369767516851,0,-1
1608.0,1054.0,31.0,235.56520080566406,0.0006504457560367882,0,-1
152.0,1247.0,31.0,195.01698303222656,0.00030068925116211176,0,-1
1441.0,1014.0,31.0,84.8168716430664,0.0007685555028729141,0,-1
1455.0,1162.0,31.0,299.84930419921875,0.0003577219322323799,0,-1
1581.0,1162.0,31.0,94.08902740478516,0.0011084338184446096,0,-1
1627.0,386.0,31.0,266.3725280761719,0.0005993384402245283,0,-1
1278.0,1156.0,31.0,12.811553955078125,0.0003172475262545049,0,-1
1570.0,356.0,31.0,355.5589904785156,0.0015650023706257343,0,-1
1455.0,1200.0,31.0,179.69691467285156,0.00039173397817648947,0,-1
1611.0,381.0,31.0,176.6223907470703,0.000522627669852227,0,-1
1317.0,64.0,31.0,271.2276916503906,0.00034323378349654377,0,-1
886.0,1234.0,31.0,229.6279754638672,0.0002917146193794906,0,-1
127.0,1136.0,31.0,222.07171630859375,0.0003398958360776305,0,-1
1672.0,1072.0,31.0,66.59082794189453,0.0009069871157407761,0,-1
1510.0,1043.0,31.0,156.70361328125,0.0006798935355618596,0,-1
1587.0,150.0,31.0,76.16217041015625,0.0004527205601334572,0,-1
1662.0,351.0,31.0,222.604248046875,0.0005303025827743113,0,-1
148.0,1242.0,31.0,96.96720123291016,0.0006138647440820932,0,-1
1597.0,357.0,31.0,343.8366394042969,0.001924512442201376,0,-1
1488.0,1030.0,31.0,170.02835083007812,0.0006637477199546993,0,-1
1512.0,1024.0,31.0,273.32989501953125,0.0005021272809244692,0,-1
1668.0,1074.0,31.0,118.57357025146484,0.00037867107312195003,0,-1
343.0,929.0,31.0,200.84271240234375,0.00044280136353336275,0,-1
937.0,1196.0,31.0,31.326066970825195,0.0003527537628542632,0,-1
1517.0,1064.0,31.0,296.9363098144531,0.0005671163089573383,0,-1
1603.0,1058.0,31.0,138.38491821289062,0.000288434443064034,0,-1
1601.0,193.0,31.0,354.6486511230469,0.0003641399962361902,0,-1
32.0,1092.0,31.0,71.34423828125,0.00028014957206323743,0,-1
1553.0,1034.0,31.0,261.1963195800781,0.00038266784395091236,0,-1
1557.0,157.0,31.0,278.58203125,0.00046696705976501107,0,-1
113.0,1196.0,31.0,13.16756534576416,0.0003386668977327645,0,-1
1520.0,1066.0,31.0,273.57843017578125,0.0003520267200656235,0,-1
1443.0,156.0,31.0,264.55999755859375,0.0007784015615470707,0,-1
1602.0,155.0,31.0,340.3932189941406,0.0017563790315762162,0,-1
1416.0,1017.0,31.0,139.0970001220703,0.0002939351834356785,0,-1
1446.0,1017.0,31.0,80.90128326416016,0.00030686764512211084,0,-1
1571.0,361.0,31.0,342.9811706542969,0.002277908381074667,0,-1
1430.0,1010.0,31.0,207.27676391601562,0.0012190002016723156,0,-1
1629.0,361.0,31.0,212.70538330078125,0.0018627087119966745,0,-1
1631.0,361.0,31.0,204.96961975097656,0.002468222752213478,0,-1
1570.0,354.0,31.0,11.014104843139648,0.0009923106990754604,0,-1
1454.0,1025.0,31.0,90.52180480957031,0.0005900778342038393,0,-1
87.0,1267.0,31.0,288.1297302246094,0.0002933972282335162,0,-1
1673.0,1068.0,31.0,278.8023681640625,0.002423614962026477,0,-1
1608.0,153.0,31.0,54.52614974975586,0.0018018918344751,0,-1
1600.0,151.0,31.0,56.15874099731445,0.0009076360729523003,0,-1
1658.0,150.0,31.0,151.24855041503906,0.0012437275145202875,0,-1
137.0,76.0,31.0,56.37980270385742,0.000874382327310741,0,-1
1584.0,149.0,31.0,74.17030334472656,0.0010588692966848612,0,-1
1583.0,354.0,31.0,128.72726440429688,0.0005176205886527896,0,-1
193.0,77.0,31.0,123.60096740722656,0.0007278182893060148,0,-1
153.0,1235.0,31.0,117.48222351074219,0.0004798881127499044,0,-1
1653.0,1254.0,31.0,12.79495906829834,0.00035197570105083287,0,-1
1393.0,1002.0,31.0,243.97125244140625,0.00036045239539816976,0,-1
1665.0,1259.0,31.0,258.8380432128906,0.0008221759344451129,0,-1
32.0,1235.0,31.0,104.54174041748047,0.0003019669675268233,0,-1
1546.0,1222.0,31.0,152.6795196533203,0.001269588596187532,0,-1
1570.0,1191.0,31.0,42.599571228027344,0.00037500582402572036,0,-1
1519.0,55.0,31.0,261.7003173828125,0.0005579199059866369,0,-1
1491.0,1036.0,31.0,95.15131378173828,0.0003793297801166773,0,-1
281.0,1260.0,31.0,300.4196472167969,0.00032555931829847395,0,-1
1654.0,294.0,31.0,111.08062744140625,0.0004877726605627686,0,-1
1506.0,1030.0,31.0,244.10638427734375,0.000952352536842227,0,-1
1001.0,1153.0,31.0,176.8949737548828,0.0002982867881655693,0,-1
1463.0,145.0,31.0,310.8615417480469,0.0005341233336366713,0,-1
380.0,936.0,31.0,55.95615005493164,0.0004438456380739808,0,-1
1473.0,1009.0,31.0,272.85150146484375,0.00031936794403009117,0,-1
1304.0,966.0,31.0,359.876953125,0.0008450097520835698,0,-1
318.0,830.0,31.0,204.04905700683594,0.00044937629718333483,0,-1
327.0,1243.0,31.0,200.5460968017578,0.0007432717247866094,0,-1
1305.0,970.0,31.0,6.566655158996582,0.0010421941988170147,0,-1
1603.0,79.0,31.0,85.86309814453125,0.00036278885090723634,0,-1
1303.0,970.0,31.0,6.041839599609375,0.0007728463388048112,0,-1
1515.0,1026.0,31.0,288.59503173828125,0.0008809254504740238,0,-1
455.0,1260.0,31.0,97.59247589111328,0.0009194157901220024,0,-1
187.0,81.0,31.0,87.05118560791016,0.0010661018313840032,0,-1
331.0,918.0,31.0,56.84922409057617,0.0009068393264897168,0,-1
1518.0,1032.0,31.0,349.3031005859375,0.0005558310658670962,0,-1
273.0,1228.0,31.0,183.5601348876953,0.0006537927547469735,0,-1
1492.0,1027.0,31.0,269.30926513671875,0.0005082205752842128,0,-1
1402.0,479.0,31.0,134.44187927246094,0.0004711111541837454,0,-1
1583.0,356.0,31.0,138.71176147460938,0.0008499292307533324,0,-1
1604.0,1234.0,31.0,257.4887390136719,0.00037357534165494144,0,-1
39.0,1144.0,31.0,329.526611328125,0.0005473268101923168,0,-1
1609.0,370.0,31.0,292.8091125488281,0.002385863335803151,0,-1
1611.0,370.0,31.0,267.433837890625,0.0024756654165685177,0,-1
1253.0,1252.0,31.0,17.76240348815918,0.0004928731941618025,0,-1
190.0,82.0,31.0,97.5052490234375,0.0008424896514043212,0,-1
106.0,1144.0,31.0,219.2049102783203,0.00032215839019045234,0,-1
305.0,879.0,31.0,240.15835571289062,0.0005812982562929392,0,-1
1588.0,153.0,31.0,78.59750366210938,0.0003987593518104404,0,-1
1310.0,964.0,31.0,350.5123291015625,0.0005898961680941284,0,-1
1581.0,154.0,31.0,99.11897277832031,0.0005053237546235323,0,-1
1656.0,371.0,31.0,211.95819091796875,0.0004948587738908827,0,-1
1425.0,1009.0,31.0,252.09512329101562,0.0012405491434037685,0,-1
833.0,768.0,31.0,296.87481689453125,0.0011981172719970345,0,-1
1453.0,1014.0,31.0,339.1225280761719,0.001172277145087719,0,-1
37.0,1184.0,31.0,240.13421630859375,0.0003194643650203943,0,-1
1599.0,154.0,31.0,4.753483295440674,0.0007306846091523767,0,-1
900.0,769.0,31.0,295.3354187011719,0.0012225257232785225,0,-1
1506.0,1182.0,31.0,288.13494873046875,0.00028794887475669384,0,-1
1305.0,984.0,31.0,356.8173522949219,0.0011980533599853516,0,-1
40.0,1182.0,31.0,242.56329345703125,0.0003030127554666251,0,-1
1596.0,81.0,31.0,359.61859130859375,0.0003382489667274058,0,-1
42.0,1029.0,31.0,237.27474975585938,0.0009681794326752424,0,-1
1595.0,116.0,31.0,260.6156921386719,0.0010657085804268718,0,-1
46.0,35.0,31.0,5.804561614990234,0.00035588268656283617,0,-1
1699.0,1228.0,31.0,77.30989837646484,0.0010849933605641127,0,-1
895.0,1106.0,31.0,99.10813903808594,0.0011572096263989806,0,-1
1262.0,793.0,31.0,353.48291015625,0.00029653916135430336,0,-1
1583.0,1057.0,31.0,59.01487731933594,0.0003050646046176553,0,-1
134.0,1029.0,31.0,106.38416290283203,0.00038497880450449884,0,-1
1598.0,135.0,31.0,33.59598159790039,0.0003850463544949889,0,-1
1587.0,113.0,31.0,260.3197021484375,0.0005401333910413086,0,-1
268.0,1229.0,31.0,32.7401123046875,0.0008075486402958632,0,-1
1546.0,109.0,31.0,320.3049011230469,0.0004253778315614909,0,-1
1360.0,108.0,31.0,240.27511596679688,0.00036561000160872936,0,-1
1494.0,1029.0,31.0,6.747159004211426,0.0009331058827228844,0,-1
1580.0,377.0,31.0,328.5631408691406,0.0004963728133589029,0,-1
770.0,1203.0,31.0,104.39039611816406,0.0005357606569305062,0,-1
1544.0,107.0,31.0,334.69854736328125,0.0005517900572158396,0,-1
1406.0,1175.0,31.0,120.99168395996094,0.0006828834302723408,0,-1
1401.0,1175.0,31.0,134.77532958984375,0.00044954897020943463,0,-1
1510.0,1031.0,31.0,176.14175415039062,0.0005007903673686087,0,-1
1627.0,378.0,31.0,60.39124298095703,0.0006920613814145327,0,-1
1609.0,91.0,31.0,355.131103515625,0.00044002829235978425,0,-1
1503.0,1029.0,31.0,336.029296875,0.001520865480415523,0,-1
1589.0,157.0,31.0,273.1178283691406,0.0004955229233019054,0,-1
1583.0,359.0,31.0,195.8090057373047,0.000604080967605114,0,-1
1417.0,1171.0,31.0,355.7517395019531,0.000856666243635118,0,-1
32.0,1149.0,31.0,335.376220703125,0.0003361224371474236,0,-1
1584.0,382.0,31.0,301.261962890625,0.0011303516803309321,0,-1
91.0,60.0,31.0,230.4031524658203,0.0004289751232136041,0,-1
1633.0,383.0,31.0,229.53964233398438,0.0006928514339961112,0,-1
1547.0,1036.0,31.0,245.49496459960938,0.00040927977534011006,0,-1
1598.0,98.0,31.0,144.40127563476562,0.00046728382585570216,0,-1
1487.0,1032.0,31.0,150.21221923828125,0.0006227958365343511,0,-1
1602.0,83.0,31.0,276.56640625,0.0004103421524632722,0,-1
1577.0,1045.0,31.0,246.5128631591797,0.0004978597862645984,0,-1
326.0,1245.0,31.0,213.00486755371094,0.0009053759858943522,0,-1
1455.0,85.0,31.0,142.88018798828125,0.00037462529144249856,0,-1
1587.0,1056.0,31.0,38.40925216674805,0.0005209216615185142,0,-1
82.0,1150.0,31.0,242.72384643554688,0.0006351816700771451,0,-1
1320.0,969.0,31.0,323.5675964355469,0.00033788627479225397,0,-1
1542.0,97.0,31.0,18.059432983398438,0.0007363339536823332,0,-1
1502.0,1036.0,31.0,82.98582458496094,0.000454427587101236,0,-1
1677.0,1079.0,31.0,71.29287719726562,0.000506580516230315,0,-1
1411.0,995.0,31.0,96.84095764160156,0.000704348087310791,0,-1
1583.0,337.0,31.0,304.9534606933594,0.00048488687025383115,0,-1
1648.0,1062.0,31.0,279.5340881347656,0.0004266952455509454,0,-1
1542.0,1220.0,31.0,175.0596923828125,0.0004025294038001448,0,-1
1263.0,789.0,31.0,7.743122577667236,0.0006099476013332605,0,-1
1318.0,966.0,31.0,310.29022216796875,0.0003531016409397125,0,-1
1630.0,342.0,31.0,159.23477172851562,0.0023597117979079485,0,-1
1402.0,1173.0,31.0,150.09164428710938,0.0011234802659600973,0,-1
1627.0,342.0,31.0,129.93072509765625,0.0021594727877527475,0,-1
1665.0,1076.0,31.0,122.27381896972656,0.0004434030852280557,0,-1
1608.0,340.0,31.0,67.31752014160156,0.002674773568287492,0,-1
1606.0,340.0,31.0,56.72385787963867,0.002850173506885767,0,-1
1599.0,92.0,31.0,328.2847595214844,0.0004614638746716082,0,-1
199.0,1221.0,31.0,135.5516357421875,0.0004036158206872642,0,-1
1575.0,337.0,31.0,349.6948547363281,0.002623926615342498,0,-1
1583.0,99.0,31.0,114.89715576171875,0.0003030311199836433,0,-1
1306.0,981.0,31.0,357.0668029785156,0.0009796287631615996,0,-1
1448.0,1009.0,31.0,292.3935852050781,0.001338153495453298,0,-1
678.0,1265.0,31.0,58.84709930419922,0.00027957913698628545,0,-1
1473.0,1023.0,31.0,138.7403106689453,0.0002805227704811841,0,-1
1412.0,992.0,31.0,294.22271728515625,0.00041216047247871757,0,-1
35.0,1234.0,31.0,113.52827453613281,0.0004289818461984396,0,-1
1579.0,333.0,31.0,345.9651794433594,0.0007272630464285612,0,-1
396.0,408.0,31.0,280.1162109375,0.0007913982262834907,0,-1
1506.0,1219.0,31.0,55.548099517822266,0.0003520556492730975,0,-1
985.0,1153.0,31.0,153.5012969970703,0.0007500541396439075,0,-1
1627.0,331.0,31.0,294.2536926269531,0.0003393279330339283,0,-1
1373.0,984.0,31.0,0.2539151608943939,0.0003566686064004898,0,-1
1402.0,1170.0,31.0,177.19219970703125,0.0007392935222014785,0,-1
1506.0,1036.0,31.0,100.68891143798828,0.0006879738066345453,0,-1
1064.0,60.0,31.0,66.76419067382812,0.0003901939489878714,0,-1
300.0,863.0,31.0,87.87263488769531,0.0006844972376711667,0,-1
1521.0,1040.0,31.0,68.65680694580078,0.0008865168783813715,0,-1
1551.0,1046.0,31.0,154.76693725585938,0.0011144058080390096,0,-1
35.0,1149.0,31.0,319.6356506347656,0.00039268186083063483,0,-1
1615.0,1242.0,31.0,332.92987060546875,0.0003545107028912753,0,-1
133.0,1067.0,31.0,161.04779052734375,0.0005976458778604865,0,-1
1605.0,323.0,31.0,260.7171936035156,0.0007660835981369019,0,-1
1514.0,1035.0,31.0,104.08505249023438,0.0013196886284276843,0,-1
1621.0,322.0,31.0,295.14971923828125,0.001429649069905281,0,-1
314.0,821.0,31.0,114.7108154296875,0.0008554201340302825,0,-1
270.0,1226.0,31.0,74.0123519897461,0.0005833951872773468,0,-1
1435.0,1010.0,31.0,207.30813598632812,0.001028199098072946,0,-1
1644.0,320.0,31.0,170.56129455566406,0.0006985487416386604,0,-1
1379.0,432.0,31.0,81.79878234863281,0.00197605206631124,0,-1
1592.0,320.0,31.0,52.74305725097656,0.001889848499558866,0,-1
1651.0,1067.0,31.0,232.6728515625,0.0003588200197555125,0,-1
39.0,1147.0,31.0,306.3389892578125,0.000490986742079258,0,-1
144.0,1035.0,31.0,107.52388000488281,0.0005774289602413774,0,-1
154.0,1040.0,31.0,174.78369140625,0.0010007809614762664,0,-1
1060.0,59.0,31.0,65.95455169677734,0.0005194162949919701,0,-1
1332.0,985.0,31.0,184.4738311767578,0.0002790912694763392,0,-1
48.0,1146.0,31.0,217.40292358398438,0.0004175542271696031,0,-1
1460.0,221.0,31.0,110.65580749511719,0.0008781275828368962,0,-1
1462.0,221.0,31.0,119.48785400390625,0.0016145800473168492,0,-1
1454.0,223.0,31.0,82.10995483398438,0.00034922457416541874,0,-1
1503.0,1215.0,31.0,47.2550163269043,0.0008694054558873177,0,-1
1602.0,315.0,31.0,53.5206413269043,0.0014594019157812,0,-1
1331.0,995.0,31.0,199.7119903564453,0.0015706708654761314,0,-1
1607.0,1247.0,31.0,105.2000503540039,0.0005324571393430233,0,-1
1628.0,313.0,31.0,83.40907287597656,0.002279021078720689,0,-1
1618.0,313.0,31.0,124.59901428222656,0.0019688215106725693,0,-1
1649.0,1066.0,31.0,263.06060791015625,0.0006781232077628374,0,-1
1681.0,64.0,31.0,96.2409896850586,0.0004296039405744523,0,-1
1463.0,232.0,31.0,164.48492431640625,0.0006983574130572379,0,-1
1251.0,1257.0,31.0,22.881547927856445,0.0004657922254409641,0,-1
1530.0,1048.0,31.0,340.5719909667969,0.00046166981337592006,0,-1
1590.0,1048.0,31.0,334.1534118652344,0.0003433173696976155,0,-1
34.0,1214.0,31.0,266.2480773925781,0.0003568745742086321,0,-1
311.0,1238.0,31.0,234.77392578125,0.00032958525116555393,0,-1
1344.0,1255.0,31.0,126.58638000488281,0.00041827355744317174,0,-1
162.0,1122.0,31.0,211.8778076171875,0.00046964301145635545,0,-1
1062.0,56.0,31.0,52.1506233215332,0.00032141225528903306,0,-1
1438.0,1012.0,31.0,188.80645751953125,0.0014236258575692773,0,-1
1539.0,1033.0,31.0,312.74951171875,0.00036404115962795913,0,-1
1541.0,1049.0,31.0,242.3204345703125,0.00044848123798146844,0,-1
307.0,1233.0,31.0,260.3069152832031,0.0003282887046225369,0,-1
1501.0,1066.0,31.0,156.396728515625,0.0005147410556674004,0,-1
1612.0,707.0,31.0,35.15019226074219,0.00029789685504511,0,-1
1304.0,974.0,31.0,6.315349102020264,0.0016802956815809011,0,-1
728.0,1123.0,31.0,209.73666381835938,0.0003342475974932313,0,-1
1463.0,1019.0,31.0,42.522804260253906,0.00034808021155186,0,-1
1519.0,1062.0,31.0,281.50201416015625,0.00036474072840064764,0,-1
1549.0,1224.0,31.0,63.666831970214844,0.001131138764321804,0,-1
1604.0,1238.0,31.0,244.47732543945312,0.0010939479107037187,0,-1
114.0,1268.0,31.0,286.891357421875,0.0008268910460174084,0,-1
387.0,949.0,31.0,243.37081909179688,0.0004588901356328279,0,-1
1661.0,1068.0,31.0,230.43185424804688,0.00047966637066565454,0,-1
1033.0,55.0,31.0,128.67019653320312,0.0005396207561716437,0,-1
79.0,936.0,31.0,148.41439819335938,0.00046957077574916184,0,-1
